ANO,DEWEY PRINCIPAL,TIPO_AGENTE,REGION,IDIOMA DE ORIGEN,CANTIDAD,TOP_DESTINOS,TOP_EDITORIALES,TOP_DEWEYS
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,ESPAÑOL,31,MULTILINGÜE::13~~INGLÉS::10~~PORTUGUÉS::3~~CHINO::2~~LENGUA NO DETERMINADA::2,"CONTINENTE EDITORES S.A.::7~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~ACEVEDO MARIN, VERONICA::4~~ALEX MARVEL COMPANY S.A.::2~~EDICIONES CAIC::2",GENERALIDADES::15~~En inglés::4~~Crónicas y temas especiales::3~~En otras lenguas::3~~Conocimientos controversiales::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,FRANCÉS,13,ESPAÑOL::13,EDICIONES LAROUSSE::7~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Investigación::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,INGLÉS,99,ESPAÑOL::98~~INGLÉS::1,PEARSON::34~~EDITORIAL AMEREIDA S.A.::17~~PANAMERICANA LIBRERIA Y PAPELERIA::9~~GRUPO PLANETA::7~~CENGAGE LEARNING::6,Obras enciclopédicas generales::19~~GENERALIDADES::18~~Programación. programas. datos de computadores::17~~Teoría de la comunicación y el control  Cibernética::17~~Medios documentales. medios educativos. medios noticiosos::7
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,ITALIANO,7,ESPAÑOL::7,SOCIEDAD DE SAN PABLO::6~~PENGUIN RANDOM HOUSE::1,Lectura y uso de otros medios de información para gente joven::3~~Reseñas::2~~GENERALIDADES::1~~Intereses generales en lectura::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,LATÍN,2,ESPAÑOL::2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Bibliotecas universitarias::2
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,LENGUA NO DETERMINADA,3,MULTILINGÜE::3,EDICIONES GAMMA S.A.::1~~TRAGALUZ EDITORES S.A.S.::1~~UNIVERSIDAD DE GUADALAJARA::1,Crónicas y temas especiales::1~~Investigación::1~~Medios de difusión::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,BETH SHALOM::4~~EDITORIAL NUEVA PALABRA::1~~SOCIEDAD DE SAN PABLO::1,GENERALIDADES::5~~Crónicas y temas especiales::1
2010,000 - Generalidades,AMBAS,RESTO DE LATAM,QUECHUA,2,ESPAÑOL::2,GRUPO EDITORIAL KIPUS::2,GENERALIDADES::2
2010,000 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,ESPAÑOL,3,INGLÉS::2~~MULTILINGÜE::1,"BARRIENTOS BOZA, RODOLFO::1~~GUZMAN CIFUENTES, MARIA JAVIERA::1~~PLAZAS PERALTA, REINALDO ANTONIO::1",De obras de lugares específicos::1~~GENERALIDADES::1~~Investigación::1
2010,000 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,GUARANÍ,1,ESPAÑOL::1,"CAMPOS BACARREZA, MIRIAM ROSARIO::1",GENERALIDADES::1
2010,000 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,INGLÉS,2,ESPAÑOL::2,"JARAMILLO MEJIA, FELIPE::1~~POMPA GARCIA, MARIN::1",Crónicas y temas especiales::1~~Investigación::1
2010,000 - Generalidades,AUTOR-EDITOR,RESTO DE LATAM,LENGUA NO DETERMINADA,2,ESPAÑOL::1~~MULTILINGÜE::1,"CORDOVA VALDIVIA, ADOLFO::1~~LOBATO, RENATA::1",Crónicas y temas especiales::1~~GENERALIDADES::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ESPAÑOL,23,MULTILINGÜE::10~~INGLÉS::7~~LENGUA NO DETERMINADA::2~~PORTUGUÉS::2~~CHINO::1,"CONTINENTE EDITORES S.A.::7~~ACEVEDO MARIN, VERONICA::4~~ALEX MARVEL COMPANY S.A.::2~~EDICIONES CAIC::2~~DBUK EDITORS::1",GENERALIDADES::9~~En inglés::4~~Crónicas y temas especiales::3~~En otras lenguas::3~~Conocimientos controversiales::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,12,ESPAÑOL::12,EDICIONES LAROUSSE::7~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Medios documentales. medios educativos. medios noticiosos::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,98,ESPAÑOL::97~~INGLÉS::1,PEARSON::34~~EDITORIAL AMEREIDA S.A.::17~~PANAMERICANA LIBRERIA Y PAPELERIA::9~~GRUPO PLANETA::7~~CENGAGE LEARNING::6,Obras enciclopédicas generales::19~~GENERALIDADES::18~~Programación. programas. datos de computadores::17~~Teoría de la comunicación y el control  Cibernética::17~~Medios documentales. medios educativos. medios noticiosos::7
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,7,ESPAÑOL::7,SOCIEDAD DE SAN PABLO::6~~PENGUIN RANDOM HOUSE::1,Lectura y uso de otros medios de información para gente joven::3~~Reseñas::2~~GENERALIDADES::1~~Intereses generales en lectura::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,MULTILINGÜE::2,EDICIONES GAMMA S.A.::1~~TRAGALUZ EDITORES S.A.S.::1,Crónicas y temas especiales::1~~Investigación::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,NEERLANDÉS,1,ESPAÑOL::1,FONDO DE CULTURA ECONOMICA MEXICO::1,Colecciones generales::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,BETH SHALOM::4~~EDITORIAL NUEVA PALABRA::1~~SOCIEDAD DE SAN PABLO::1,GENERALIDADES::5~~Crónicas y temas especiales::1
2010,000 - Generalidades,EDITORIAL COMERCIAL,RESTO DE LATAM,QUECHUA,2,ESPAÑOL::2,GRUPO EDITORIAL KIPUS::2,GENERALIDADES::2
2010,000 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,ESPAÑOL,8,INGLÉS::3~~MULTILINGÜE::3~~CHINO::1~~PORTUGUÉS::1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~UNIVERSIDAD DE GUADALAJARA::1~~UNIVERSIDAD DE LA SERENA::1~~UNIVERSIDAD EARTH::1,GENERALIDADES::6~~De obras sobre temas específicos::1~~Medios de difusión::1
2010,000 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,FRANCÉS,1,ESPAÑOL::1,UNIVERSIDAD VERACRUZANA::1,Investigación::1
2010,000 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,UNIVERSIDAD DE ANTIOQUIA::1,Saber (Erudición)::1
2010,000 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,LATÍN,2,ESPAÑOL::2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Bibliotecas universitarias::2
2010,000 - Generalidades,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,LENGUA NO DETERMINADA,1,MULTILINGÜE::1,UNIVERSIDAD DE GUADALAJARA::1,Medios de difusión::1
2010,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ESPAÑOL,2,INGLÉS::1~~MULTILINGÜE::1,GRUPO DE INFORMACION EN REPRODUCCION ELEGIDA::1~~UNA TINTA MEDIOS S.A.S.::1,De obras sobre temas específicos::1~~Medios documentales. medios educativos. medios noticiosos::1
2010,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,INGLÉS,5,ESPAÑOL::5,PRODUCTOS Y DISENOS FINOS::5,Conocimiento::4~~Intereses generales en lectura::1
2010,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ITALIANO,3,ESPAÑOL::3,PRODUCTOS Y DISENOS FINOS::3,Intereses generales en lectura::2~~Libros notables por las ilustraciones::1
2010,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,INGLÉS::1~~MULTILINGÜE::1,DELON Y CIA. LTDA. - ENPARALELO::1~~FUNDACION AMIGOS DE LOS NINOS BARRANQUILLA - CHILDREN INTERNATIONAL::1,Crónicas y temas especiales::1~~De obras de lugares específicos::1
2010,000 - Generalidades,ENTIDAD PÚBLICA,RESTO DE LATAM,ESPAÑOL,2,INGLÉS::2,MINISTERIO DEL PODER POPULAR DE LA  COMUNICACION E INFORMACION::2,Conocimientos controversiales::2
2010,000 - Generalidades,ENTIDAD PÚBLICA,RESTO DE LATAM,INGLÉS,2,ESPAÑOL::2,MINISTERIO DEL PODER POPULAR DE LA  COMUNICACION E INFORMACION::2,Conocimientos controversiales::2
2010,000 - Generalidades,TODOS,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,PANAMERICANA LIBRERIA Y PAPELERIA::1,GENERALIDADES::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,AYMARA,1,ESPAÑOL::1,GRUPO EDITORIAL KIPUS::1,GENERALIDADES::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,ESPAÑOL,38,INGLÉS::15~~MULTILINGÜE::15~~PORTUGUÉS::3~~CHINO::2~~LENGUA NO DETERMINADA::2,"CONTINENTE EDITORES S.A.::7~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::5~~ACEVEDO MARIN, VERONICA::4~~ALEX MARVEL COMPANY S.A.::2~~EDICIONES CAIC::2",GENERALIDADES::16~~En inglés::4~~Conocimientos controversiales::3~~Crónicas y temas especiales::3~~En otras lenguas::3
2010,000 - Generalidades,TODOS,RESTO DE LATAM,FRANCÉS,13,ESPAÑOL::13,EDICIONES LAROUSSE::7~~AM EDITORES::1~~GRUPO EDITORIAL PATRIA::1~~GRUPO PLANETA::1~~PENGUIN RANDOM HOUSE::1,Obras enciclopédicas generales::7~~Crónicas y temas especiales::2~~Conocimientos controversiales::1~~GENERALIDADES::1~~Investigación::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,INGLÉS,108,ESPAÑOL::107~~INGLÉS::1,PEARSON::34~~EDITORIAL AMEREIDA S.A.::17~~PANAMERICANA LIBRERIA Y PAPELERIA::9~~GRUPO PLANETA::7~~CENGAGE LEARNING::6,Obras enciclopédicas generales::19~~GENERALIDADES::18~~Programación. programas. datos de computadores::17~~Teoría de la comunicación y el control  Cibernética::17~~Medios documentales. medios educativos. medios noticiosos::7
2010,000 - Generalidades,TODOS,RESTO DE LATAM,ITALIANO,10,ESPAÑOL::10,SOCIEDAD DE SAN PABLO::6~~PRODUCTOS Y DISENOS FINOS::3~~PENGUIN RANDOM HOUSE::1,Intereses generales en lectura::3~~Lectura y uso de otros medios de información para gente joven::3~~Reseñas::2~~GENERALIDADES::1~~Libros notables por las ilustraciones::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,LATÍN,2,ESPAÑOL::2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2,Bibliotecas universitarias::2
2010,000 - Generalidades,TODOS,RESTO DE LATAM,LENGUA NO DETERMINADA,7,MULTILINGÜE::5~~ESPAÑOL::1~~INGLÉS::1,"CORDOVA VALDIVIA, ADOLFO::1~~DELON Y CIA. LTDA. - ENPARALELO::1~~EDICIONES GAMMA S.A.::1~~FUNDACION AMIGOS DE LOS NINOS BARRANQUILLA - CHILDREN INTERNATIONAL::1~~LOBATO, RENATA::1",Crónicas y temas especiales::3~~De obras de lugares específicos::1~~GENERALIDADES::1~~Investigación::1~~Medios de difusión::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,BETH SHALOM::4~~EDITORIAL NUEVA PALABRA::1~~SOCIEDAD DE SAN PABLO::1,GENERALIDADES::5~~Crónicas y temas especiales::1
2010,000 - Generalidades,TODOS,RESTO DE LATAM,QUECHUA,2,ESPAÑOL::2,GRUPO EDITORIAL KIPUS::2,GENERALIDADES::2
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,ALEMÁN,11,ESPAÑOL::10~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::3~~FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA::2~~CENTRO UNIVERSITARIO DOCTOR EMILIO CARDENAS::1~~EDITORIAL FONTAMARA::1~~EDITORIAL HERDER::1,Educación. investigación. temas relacionados con la filosofía::2~~FILOSOFÍA Y PSICOLOGÍA::2~~Filosofía::2~~Epistemología (Teoría del conocimiento)::1~~Género humano::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,CATALÁN,1,ESPAÑOL::1,PENGUIN RANDOM HOUSE::1,Psicología infantil::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDITORES MEXICANOS UNIDOS::1,Filosofía::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,ESPAÑOL,7,INGLÉS::4~~ITALIANO::1~~MULTILINGÜE::1~~PORTUGUÉS::1,"LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.::2~~ACEVEDO MARIN, VERONICA::1~~CONDOR BLANCO EDICIONES::1~~CRECEM::1~~EDITORIAL S.I.A.P, C.A::1",FILOSOFÍA Y PSICOLOGÍA::2~~Parapsicología y ocultismo::2~~Cambio::1~~Filosofía::1~~Ética ocupacional::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,FRANCÉS,38,ESPAÑOL::28~~MULTILINGÜE::10,SANTILLANA EDICIONES GENERALES::8~~SIGLO XXI EDITORES::8~~EDITORIAL LECTORUM::3~~TUSQUETS EDITORES MEXICO::3~~CUATRO VIENTOS LTDA.::2,Filosofía::12~~Educación. investigación. temas relacionados con la filosofía::4~~Psicología::4~~Psicología aplicada::3~~FILOSOFÍA Y PSICOLOGÍA::2
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,GRIEGO,2,ESPAÑOL::1~~GRIEGO::1,UNIVERSIDAD NACIONAL DE COLOMBIA::1~~UNIVERSITARIA S.A::1,Filosofía::1~~Lógica::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,INGLÉS,208,ESPAÑOL::206~~MULTILINGÜE::2,PANORAMA EDITORIAL::29~~CENGAGE LEARNING::28~~EDITORES MEXICANOS UNIDOS::22~~GRUPO PLANETA::22~~PENGUIN RANDOM HOUSE::12,Psicología aplicada::61~~Psicología::47~~Metafísica::12~~Procesos mentales e inteligencia::10~~Cambio::5
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,ITALIANO,20,ESPAÑOL::20,"SOCIEDAD DE SAN PABLO::12~~CUATRO VIENTOS LTDA.::1~~EDICIONES UNIVERSITARIAS VENEZOLANAS::1~~GALVEZ STECCANELLA, JAVIER ITALO ANTONIO EDUARDO::1~~GRUPO PLANETA::1",Psicología::5~~FILOSOFÍA Y PSICOLOGÍA::4~~Psicología aplicada::3~~Educación. investigación. temas relacionados con la filosofía::1~~Epistemología (Teoría del conocimiento)::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,LENGUA NO DETERMINADA,3,ESPAÑOL::3,MENDOZA RUIZ FORTINO RAMON::1~~UNIVERSIDAD ANTONIO RUIZ DE MONTOYA::1~~UNIVERSITARIA S.A::1,FILOSOFÍA Y PSICOLOGÍA::1~~Filosofía antigua. medieval. oriental::1~~Psicología aplicada::1
2010,100 - Filosofía y psicología,AMBAS,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,SANTILLANA EDICIONES GENERALES::3~~GRUPO PLANETA::1~~PANAMERICANA LIBRERIA Y PAPELERIA::1~~PUBLICACIONES NUEVO EXTREMO::1,Psicología de la gente joven de doce a veinte años::2~~Género humano::1~~Psicología::1~~Psicología aplicada::1~~Psicología infantil::1
2010,100 - Filosofía y psicología,AUTOR-EDITOR,RESTO DE LATAM,ALEMÁN,1,ESPAÑOL::1,"VAREA MALDONADO, GLORIA SUSANA::1",Educación. investigación. temas relacionados con la filosofía::1
2010,100 - Filosofía y psicología,AUTOR-EDITOR,RESTO DE LATAM,ESPAÑOL,9,INGLÉS::5~~MULTILINGÜE::2~~ALEMÁN::1~~PORTUGUÉS::1,"HAIME, DENISE::2~~BETANCOURT CENDALES, NATALY HAYDE::1~~CACERES ESCALANTE, NESTOR::1~~DANIEL ANDRES, CICCONE::1~~MURGUIA CANOVAS, GABRIELA::1",Metafísica::3~~Educación. investigación. temas relacionados con la filosofía::1~~FILOSOFÍA Y PSICOLOGÍA::1~~Filosofía crítica::1~~Género humano::1
2010,100 - Filosofía y psicología,AUTOR-EDITOR,RESTO DE LATAM,INGLÉS,4,ESPAÑOL::4,"HERNANDEZ RIOS, LUIS ALEJANDRO::1~~HOLGUIN MUNOZ, MARIA ESPERANZA::1~~MARTINEZ VILLARREAL, MARIA EUGENIA::1~~NIETO ROA, GUSTAVO::1",Psicología aplicada::2~~Metafísica::1~~Misticismo::1
2010,100 - Filosofía y psicología,AUTOR-EDITOR,RESTO DE LATAM,LENGUA NO DETERMINADA,1,MULTILINGÜE::1,"ANUFF VELASQUEZ, URIEL::1",Psicología sexual y psicología de los sexos::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,ALEMÁN,7,ESPAÑOL::6~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::3~~EDITORIAL FONTAMARA::1~~EDITORIAL HERDER::1~~GRUPO PLANETA::1~~TUSQUETS EDITORES MEXICO::1,Filosofía::2~~Educación. investigación. temas relacionados con la filosofía::1~~Epistemología (Teoría del conocimiento)::1~~Género humano::1~~Sistemas. escuelas. puntos de vista de la psicología::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,CATALÁN,1,ESPAÑOL::1,PENGUIN RANDOM HOUSE::1,Psicología infantil::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDITORES MEXICANOS UNIDOS::1,Filosofía::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,ESPAÑOL,6,INGLÉS::3~~ITALIANO::1~~MULTILINGÜE::1~~PORTUGUÉS::1,"LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.::2~~ACEVEDO MARIN, VERONICA::1~~CONDOR BLANCO EDICIONES::1~~CRECEM::1~~EDITORIAL S.I.A.P, C.A::1",FILOSOFÍA Y PSICOLOGÍA::2~~Parapsicología y ocultismo::2~~Cambio::1~~Filosofía::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,35,ESPAÑOL::27~~MULTILINGÜE::8,SANTILLANA EDICIONES GENERALES::8~~SIGLO XXI EDITORES::8~~EDITORIAL LECTORUM::3~~TUSQUETS EDITORES MEXICO::3~~CUATRO VIENTOS LTDA.::2,Filosofía::11~~Educación. investigación. temas relacionados con la filosofía::4~~Psicología::4~~Psicología aplicada::3~~Filosofía de Francia::2
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,GRIEGO,1,ESPAÑOL::1,UNIVERSITARIA S.A::1,Filosofía::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,207,ESPAÑOL::205~~MULTILINGÜE::2,PANORAMA EDITORIAL::29~~CENGAGE LEARNING::28~~EDITORES MEXICANOS UNIDOS::22~~GRUPO PLANETA::22~~PENGUIN RANDOM HOUSE::12,Psicología aplicada::61~~Psicología::47~~Metafísica::12~~Procesos mentales e inteligencia::10~~Cambio::5
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,19,ESPAÑOL::19,"SOCIEDAD DE SAN PABLO::12~~CUATRO VIENTOS LTDA.::1~~GALVEZ STECCANELLA, JAVIER ITALO ANTONIO EDUARDO::1~~GRUPO PLANETA::1~~JC SAEZ EDITOR SPA::1",Psicología::5~~FILOSOFÍA Y PSICOLOGÍA::3~~Psicología aplicada::3~~Educación. investigación. temas relacionados con la filosofía::1~~Epistemología (Teoría del conocimiento)::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,ESPAÑOL::2,MENDOZA RUIZ FORTINO RAMON::1~~UNIVERSITARIA S.A::1,Filosofía antigua. medieval. oriental::1~~Psicología aplicada::1
2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RESTO DE LATAM,PORTUGUÉS,6,ESPAÑOL::6,SANTILLANA EDICIONES GENERALES::3~~GRUPO PLANETA::1~~PANAMERICANA LIBRERIA Y PAPELERIA::1~~PUBLICACIONES NUEVO EXTREMO::1,Psicología de la gente joven de doce a veinte años::2~~Género humano::1~~Psicología::1~~Psicología aplicada::1~~Psicología infantil::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,ALEMÁN,4,ESPAÑOL::4,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA::2~~CENTRO UNIVERSITARIO DOCTOR EMILIO CARDENAS::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1,FILOSOFÍA Y PSICOLOGÍA::2~~Educación. investigación. temas relacionados con la filosofía::1~~Humanismo y sistemas relacionados::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,ESPAÑOL,1,INGLÉS::1,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE::1,Ética ocupacional::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,FRANCÉS,3,MULTILINGÜE::2~~ESPAÑOL::1,UNIVERSIDAD NACIONAL DE COLOMBIA::2~~UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO::1,FILOSOFÍA Y PSICOLOGÍA::1~~Filosofía::1~~Filosofía crítica::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,GRIEGO,1,GRIEGO::1,UNIVERSIDAD NACIONAL DE COLOMBIA::1,Lógica::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1,Ética (Filosofía moral)::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,ITALIANO,1,ESPAÑOL::1,EDICIONES UNIVERSITARIAS VENEZOLANAS::1,FILOSOFÍA Y PSICOLOGÍA::1
2010,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,RESTO DE LATAM,LENGUA NO DETERMINADA,1,ESPAÑOL::1,UNIVERSIDAD ANTONIO RUIZ DE MONTOYA::1,FILOSOFÍA Y PSICOLOGÍA::1
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ALEMÁN,2,ESPAÑOL::2,INSTITUTO DE ESTUDIOS DE LA SOCIEDAD::2,Filosofía antigua. medieval. oriental::2
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ESPAÑOL,1,INGLÉS::1,FUNDACION PARA LA RECONCILIACION::1,Ética política::1
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,FRANCÉS,12,ESPAÑOL::12,CUADERNOS DE LA ESCUELA SAN JUAN::8~~ASOCIACION SANTO TOMAS DE AQUINO::2~~ASESORIA E INVERSIONES F.A.R. LIMITADA::1~~ASOCIACION FRATERNIDAD BLANCA UNIVERSAL::1,Filosofía::4~~Metafísica::3~~Ética (Filosofía moral)::2~~Psicología::1~~Voluntad (Volición)::1
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,INGLÉS,10,ESPAÑOL::10,ASOCIACION SANKIRTAN::4~~ASOCIACION EL BOSQUE DE KIRPAL::2~~EMPRESAS RUZ::1~~FUNDACION CAMINO A LA FELICIDAD::1~~FUNDACION TELETON MEXICO::1,Metafísica::3~~FILOSOFÍA Y PSICOLOGÍA::2~~Misticismo::1~~Psicología::1~~Psicología aplicada::1
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,JAPONÉS,1,ESPAÑOL::1,ASOCIACION PERUANA DE LA SOKA GAKKAI INTERNACIONAL::1,FILOSOFÍA Y PSICOLOGÍA::1
2010,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,2,ESPAÑOL::2,ASOCIACION FORO DEL CAMPO LACANIANO DE MEDELLIN::2,Otros sistemas y doctrinas::1~~Psicología::1
2010,100 - Filosofía y psicología,TODOS,RESTO DE LATAM,ALEMÁN,14,ESPAÑOL::13~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::3~~FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA::2~~INSTITUTO DE ESTUDIOS DE LA SOCIEDAD::2~~CENTRO UNIVERSITARIO DOCTOR EMILIO CARDENAS::1~~EDITORIAL FONTAMARA::1,Educación. investigación. temas relacionados con la filosofía::3~~FILOSOFÍA Y PSICOLOGÍA::2~~Filosofía::2~~Filosofía antigua. medieval. oriental::2~~Epistemología (Teoría del conocimiento)::1
2010,100 - Filosofía y psicología,TODOS,RESTO DE LATAM,CATALÁN,1,ESPAÑOL::1,PENGUIN RANDOM HOUSE::1,Psicología infantil::1
2010,100 - Filosofía y psicología,TODOS,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDITORES MEXICANOS UNIDOS::1,Filosofía::1
2010,100 - Filosofía y psicología,TODOS,RESTO DE LATAM,ESPAÑOL,17,INGLÉS::10~~MULTILINGÜE::3~~PORTUGUÉS::2~~ALEMÁN::1~~ITALIANO::1,"HAIME, DENISE::2~~LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.::2~~ACEVEDO MARIN, VERONICA::1~~BETANCOURT CENDALES, NATALY HAYDE::1~~CACERES ESCALANTE, NESTOR::1",FILOSOFÍA Y PSICOLOGÍA::3~~Metafísica::3~~Parapsicología y ocultismo::2~~Cambio::1~~Educación. investigación. temas relacionados con la filosofía::1
