ANO,DEWEY PRINCIPAL,TIPO_AGENTE,REGION,IDIOMA DE ORIGEN,CANTIDAD,TOP_DESTINOS,TOP_EDITORIALES,TOP_DEWEYS
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,ESPAÑOL,62,MULTILINGÜE::30~~INGLÉS::22~~ALEMÁN::5~~RUSO::2~~ITALIANO::1,"CACCIANI::12~~GHELLER DOIG, ROBERTO AUGUSTO::7~~EDICIONES DEL HIPOCAMPO S.A.C.::4~~SEXTIL ONLINE::4~~ARTES DE MEXICO Y DEL MUNDO::2",Historia de Mesoamérica (América Media)  México::14~~Historia de Perú::11~~GEOGRAFÍA E HISTORIA::7~~Geografía histórica::5~~Arqueología::4
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,FRANCÉS,24,ESPAÑOL::24,FONDO DE CULTURA ECONOMICA MEXICO::7~~NADAR EDICIONES LTDA.::2~~SOCIEDAD GEOGRAFICA DE COLOMBIA::2~~UNIVERSIDAD DE LOS ANDES::2~~CENTRO DE ESTUDIOS Y PUBLICACIONES::1,Historia de Mesoamérica (América Media)  México::5~~Investigación histórica   Historiografía::4~~GEOGRAFÍA E HISTORIA::3~~Educación. investigación. temas relacionados con la Historia::2~~Relatos de viajes::2
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,INGLÉS,104,ESPAÑOL::100~~INGLÉS::2~~MULTILINGÜE::2,SANTILLANA EDICIONES GENERALES::14~~FONDO DE CULTURA ECONOMICA MEXICO::11~~EDITORIAL TRILLAS::10~~EDITORIAL OCEANO::6~~GRUPO EDITORIAL TOMO::6,Historia de Mesoamérica (América Media)  México::15~~Historia universal::11~~Educación. investigación. temas relacionados con la Historia::9~~GEOGRAFÍA E HISTORIA::8~~Biografía Personas en tecnología::4
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,ITALIANO,8,ESPAÑOL::8,EDITORIAL OCEANO::2~~APOYO AL DESARROLLO DE ARCHIVOS Y BIBLIOTECAS DE MEXICO::1~~FONDO DE CULTURA ECONOMICA MEXICO::1~~INSTITUTO MISIONERO HIJAS DE SAN PABLO::1~~PANAMERICANA LIBRERIA Y PAPELERIA::1,Relatos de viajes::2~~Biografía Líderes. pensadores. trabajadores religiosos::1~~Biografía Personas en literatura. historia. biografía. genealogía::1~~Geografía y viajes::1~~Historia general de América del Sur::1
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,LENGUA NO DETERMINADA,65,LENGUA NO DETERMINADA::45~~ESPAÑOL::11~~MULTILINGÜE::9,"GRUPO PAIDOS::8~~TUSQUETS EDITORES::7~~GARGIULO, FEDERICO EZEQUIEL::6~~EDHASA S.A.::4~~ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS::3",Relatos de viajes::9~~Historia universal::8~~Biografía Líderes. pensadores. trabajadores religiosos::6~~Historia de Mesoamérica (América Media)  México::6~~Biografía. genealogía. insignias::4
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,NÁHUATL,2,ESPAÑOL::1~~MULTILINGÜE::1,FONDO DE CULTURA ECONOMICA MEXICO::1~~PROMETEO EDITORES::1,Historia de Mesoamérica (América Media)  México::1~~Investigación histórica   Historiografía::1
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,PORTUGUÉS,2,ESPAÑOL::2,GRUPO PLANETA::1~~INSTITUTO DISTRITAL DE LAS ARTES::1,GEOGRAFÍA E HISTORIA::2
2013,900 - Geografía e historia,TODOS,RESTO DE LATAM,RUSO,2,ESPAÑOL::2,EDICIONES B::1~~REPRESENTACIONES RUSAS E. I. R. L.::1,Biografía Mujeres::1~~Historia universal::1
2013,SIN IDENTIFICAR,AMBAS,BRASIL,ALEMÁN,18,PORTUGUÉS::18,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::7~~AUTENTICA EDITORA::4~~UNIVERSIDADE DE SAO PAULO::2~~EDITORA EVORA LTDA - EPP::1~~EDITORA PAZ E TERRA S/A::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,CHINO,1,PORTUGUÉS::1,GRUPO SM::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,ESPAÑOL,53,PORTUGUÉS::53,PLANETA DE AGOSTINI::7~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::6~~EDITORA ROCCO::6~~VERGARA & RIBA EDITORAS S.A.::6~~GRUPO PLANETA::5,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,FRANCÉS,96,PORTUGUÉS::96,EDITORA NEMO LTDA-ME::44~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::8~~DIFUSAO CULTURAL DO LIVRO LTDA::6~~VILLA RICA EDITORAS REUNIDAS LTDA::6~~AUTENTICA EDITORA::4,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,GRIEGO,3,PORTUGUÉS::3,AUTENTICA EDITORA::1~~EDITORA WMF MARTINS FONTES::1~~LAMPARINA EDITORA LTDA::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,HEBREO,7,PORTUGUÉS::7,EDITORA MAAYANOT LTDA::6~~THORNIX SISTEMAS E CONSULTORIA EXODUS EDITORA LTDA::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,INGLÉS,1804,PORTUGUÉS::1804,CIRANDA CULTURAL::176~~EDITORA TECMEDD LTDA::134~~EDITORA BEST SELLER::133~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::125~~EDITORA INTRINSECA::107,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,ITALIANO,39,PORTUGUÉS::39,EDITORA FUNDAMENTO EDUCACIONAL LTDA::21~~SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::5~~GRUPO PLANETA::2~~PIA SOCIEDADE FILHAS DE SAO PAULO::2~~ALAUDE EDITORIAL LTDA::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,JAPONÉS,34,PORTUGUÉS::34,GRUPO PANINI::33~~EDITORA BEST SELLER::1,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,LENGUA NO DETERMINADA,200,LENGUA NO DETERMINADA::200,PEARSON::15~~VERUS EDITORA LTDA - ME::13~~FAROL LITERARIO LTDA::12~~CIRANDA CULTURAL::10~~DIFUSAO CULTURAL DO LIVRO LTDA::8,
2013,SIN IDENTIFICAR,AMBAS,BRASIL,PORTUGUÉS,36,INGLÉS::14~~ESPAÑOL::12~~MULTILINGÜE::7~~ESPERANTO::2~~NEERLANDÉS::1,CIRANDA CULTURAL::11~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::6~~AUTENTICA EDITORA::3~~EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA::2~~AEROPLANO EDITORA E CONSULTORIA LTDA::1,
2013,SIN IDENTIFICAR,AMBAS,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,AMBAS,RESTO DE LATAM,FRANCÉS,9,ESPAÑOL::9,EDICIONES MONSERRATE SAS::6~~FONDO DE CULTURA ECONOMICA MEXICO::2~~GRUPO SANTILLANA::1,
2013,SIN IDENTIFICAR,AMBAS,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,AMBAS,RESTO DE LATAM,ITALIANO,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,AMBAS,RESTO DE LATAM,LENGUA NO DETERMINADA,117,LENGUA NO DETERMINADA::117,GRUPO PLANETA::24~~V & R EDITORAS S.A.::23~~LOSADA S.A.::10~~TUSQUETS EDITORES::8~~LA BESTIA EQUILATERA S.R.L.::6,
2013,SIN IDENTIFICAR,AUTOR-EDITOR,BRASIL,INGLÉS,13,PORTUGUÉS::13,CELES JANUARIO GARCIA JUNIOR::8~~JOAO VARELLA RODRIGUES::2~~ANTONIO CARLOS SA REGO NETO::1~~NATANAEL GRECO-FERLIZI::1~~RICARDO CUNHA MATTOS PORTELLA::1,
2013,SIN IDENTIFICAR,AUTOR-EDITOR,BRASIL,LENGUA NO DETERMINADA,3,LENGUA NO DETERMINADA::3,LUCIANO PARREIRA BUCHMANN::2~~ROSEANE SILVEIRA DE SOUZA::1,
2013,SIN IDENTIFICAR,AUTOR-EDITOR,BRASIL,PORTUGUÉS,3,INGLÉS::2~~ESPAÑOL::1,FABIO DA SILVA SANTOS::1~~MARIA LUCIA PESSOA SANTOS::1~~NATANEL JOAQUIM::1,
2013,SIN IDENTIFICAR,AUTOR-EDITOR,RESTO DE LATAM,LENGUA NO DETERMINADA,3,LENGUA NO DETERMINADA::3,"CRISTOFARO, SALVADOR::1~~ERIC GERMAN SCHIERLOH::1~~SOUTO, ALICIA::1",
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,ALEMÁN,15,PORTUGUÉS::15,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::7~~AUTENTICA EDITORA::4~~EDITORA EVORA LTDA - EPP::1~~EDITORA PAZ E TERRA S/A::1~~JINKINGS EDITORES ASSOCIADOS LTDA-EPP::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,CHINO,1,PORTUGUÉS::1,GRUPO SM::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,ESPAÑOL,53,PORTUGUÉS::53,PLANETA DE AGOSTINI::7~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::6~~EDITORA ROCCO::6~~VERGARA & RIBA EDITORAS S.A.::6~~GRUPO PLANETA::5,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,FRANCÉS,94,PORTUGUÉS::94,EDITORA NEMO LTDA-ME::44~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::8~~DIFUSAO CULTURAL DO LIVRO LTDA::6~~VILLA RICA EDITORAS REUNIDAS LTDA::6~~AUTENTICA EDITORA::4,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,GRIEGO,3,PORTUGUÉS::3,AUTENTICA EDITORA::1~~EDITORA WMF MARTINS FONTES::1~~LAMPARINA EDITORA LTDA::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,HEBREO,7,PORTUGUÉS::7,EDITORA MAAYANOT LTDA::6~~THORNIX SISTEMAS E CONSULTORIA EXODUS EDITORA LTDA::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,INGLÉS,1797,PORTUGUÉS::1797,CIRANDA CULTURAL::176~~EDITORA TECMEDD LTDA::134~~EDITORA BEST SELLER::133~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::125~~EDITORA INTRINSECA::107,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,ITALIANO,39,PORTUGUÉS::39,EDITORA FUNDAMENTO EDUCACIONAL LTDA::21~~SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::5~~GRUPO PLANETA::2~~PIA SOCIEDADE FILHAS DE SAO PAULO::2~~ALAUDE EDITORIAL LTDA::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,JAPONÉS,34,PORTUGUÉS::34,GRUPO PANINI::33~~EDITORA BEST SELLER::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,LENGUA NO DETERMINADA,198,LENGUA NO DETERMINADA::198,PEARSON::15~~VERUS EDITORA LTDA - ME::13~~FAROL LITERARIO LTDA::12~~CIRANDA CULTURAL::10~~DIFUSAO CULTURAL DO LIVRO LTDA::8,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BRASIL,PORTUGUÉS,36,INGLÉS::14~~ESPAÑOL::12~~MULTILINGÜE::7~~ESPERANTO::2~~NEERLANDÉS::1,CIRANDA CULTURAL::11~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::6~~AUTENTICA EDITORA::3~~EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA::2~~AEROPLANO EDITORA E CONSULTORIA LTDA::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,9,ESPAÑOL::9,EDICIONES MONSERRATE SAS::6~~FONDO DE CULTURA ECONOMICA MEXICO::2~~GRUPO SANTILLANA::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,117,LENGUA NO DETERMINADA::117,GRUPO PLANETA::24~~V & R EDITORAS S.A.::23~~LOSADA S.A.::10~~TUSQUETS EDITORES::8~~LA BESTIA EQUILATERA S.R.L.::6,
2013,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,BRASIL,ALEMÁN,3,PORTUGUÉS::3,UNIVERSIDADE DE SAO PAULO::2~~UNIVERSIDADE DO CAVALO LTDA-EPP::1,
2013,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,BRASIL,FRANCÉS,2,PORTUGUÉS::2,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE::1~~SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL::1,
2013,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,BRASIL,INGLÉS,7,PORTUGUÉS::7,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL::3~~UNIVERSIDADE FEDERAL DE MINAS GERAIS::3~~UNIVERSIDADE DE SAO PAULO::1,
2013,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,BRASIL,LENGUA NO DETERMINADA,2,LENGUA NO DETERMINADA::2,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL::1~~UNIVERSIDADE ESTADUAL DE LONDRINA::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ALEMÁN,1,PORTUGUÉS::1,C SS R CONGREGACAO DO SANTISSIMO REDENTOR::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ESPAÑOL,4,PORTUGUÉS::4,C SS R CONGREGACAO DO SANTISSIMO REDENTOR::2~~ASSOCIACAO BRASILIENSE DE EDUCACAO::1~~UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,FRANCÉS,9,PORTUGUÉS::9,CONGREGACAO DO SANTISSIMO REDENTOR::5~~PINACOTECA DO RIO DE JANEIRO - INSTITUTO CULTURAL SERGIO FADEL::2~~ESCOLA INICIATICA ESOTERICA CAMINHOS DA TRADICAO::1~~INSTITUTO LANGAGE::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,INGLÉS,36,PORTUGUÉS::36,CASA PUBLICADORA DAS ASSEMBLEIAS DE DEUS::11~~CENTRO BUDISTA MAHA BODHI::8~~C SS R CONGREGACAO DO SANTISSIMO REDENTOR::2~~EMPREENDIMENTOS JDS LTDA::2~~FUNDACAO BHAKTIVEDANTA::2,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,ITALIANO,1,PORTUGUÉS::1,CONFERENCIA DAS INSPETORIAS DOS SALESIANOS DE DOM BOSCO DO BRASIL::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,JAPONÉS,1,PORTUGUÉS::1,ASSOCIACAO PALAS ATHENA DO BRASIL::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,LATÍN,1,PORTUGUÉS::1,CENTRO CULTURAL EDITORA PERMANENCIA::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,LENGUA NO DETERMINADA,15,LENGUA NO DETERMINADA::15,CASA PUBLICADORA DAS ASSEMBLEIAS DE DEUS::4~~EMDOC SERVICOS ESPECIALIZADOS LTDA::4~~ANDREA JAKOBSSON ESTUDIO EDITORIAL LTDA::1~~CENTRAL UNICA DOS TRABALHADORES::1~~CENTRO JUDAICO BAIT::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,BRASIL,PORTUGUÉS,6,INGLÉS::4~~ESPAÑOL::1~~SUECO::1,FUNDACAO ALEXANDRE DE GUSMAO::2~~ASSOCIACAO E DESENVOLVIMENTO DE PROJETOS - ADP::1~~C/ARTE PROJETOS CULTURAIS::1~~FACI ARTE E CULTURA LTDA::1~~TOOL BOX CONSULTORIA E ASSESSORIA EM MARKETING LTDA::1,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,ITALIANO,2,ESPAÑOL::2,GLOBAL EDUTAINMENT BUSINESS OPERATIONS::2,
2013,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,7,LENGUA NO DETERMINADA::6~~ESPAÑOL::1,ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS::1~~CONSEJO DE EDUCACION CRISTIANA EVANGELICA::1~~FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA - OFICINA CENTRAL::1~~FUNDACION EDUARDO F. COSTANTINI::1~~FUNDACION HASTINAPURA::1,
2013,SIN IDENTIFICAR,ENTIDAD PÚBLICA,BRASIL,ESPAÑOL,1,PORTUGUÉS::1,SECRETARIA DE ESTADO DA CULTURA::1,
2013,SIN IDENTIFICAR,ENTIDAD PÚBLICA,BRASIL,INGLÉS,10,PORTUGUÉS::10,IBC INSTITUTO BRASILEIRO DE CULTURA LTDA::10,
2013,SIN IDENTIFICAR,ENTIDAD PÚBLICA,BRASIL,PORTUGUÉS,2,ESPAÑOL::2,INSTITUTO DE PESQUISA ECONOMICA APLICADA::1~~MINISTERIO DO DESENVOLVIMENTO AGRARIO::1,
2013,SIN IDENTIFICAR,OTROS,BRASIL,ESPAÑOL,8,PORTUGUÉS::8,GRAFICA E EDITORA ALVORADA LTDA::8,
2013,SIN IDENTIFICAR,OTROS,BRASIL,INGLÉS,10,PORTUGUÉS::10,EAGLEMOSS DO BRASIL PUBLICACOES E DISTRIBUICAO LTDA::10,
2013,SIN IDENTIFICAR,OTROS,BRASIL,ITALIANO,1,PORTUGUÉS::1,GRAFICA ASSOESTE E EDITORA LTDA::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,ALEMÁN,19,PORTUGUÉS::19,SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::7~~AUTENTICA EDITORA::4~~UNIVERSIDADE DE SAO PAULO::2~~C SS R CONGREGACAO DO SANTISSIMO REDENTOR::1~~EDITORA EVORA LTDA - EPP::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,CHINO,1,PORTUGUÉS::1,GRUPO SM::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,ESPAÑOL,66,PORTUGUÉS::66,GRAFICA E EDITORA ALVORADA LTDA::8~~PLANETA DE AGOSTINI::7~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::6~~EDITORA ROCCO::6~~VERGARA & RIBA EDITORAS S.A.::6,
2013,SIN IDENTIFICAR,TODOS,BRASIL,FRANCÉS,105,PORTUGUÉS::105,EDITORA NEMO LTDA-ME::44~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::8~~DIFUSAO CULTURAL DO LIVRO LTDA::6~~VILLA RICA EDITORAS REUNIDAS LTDA::6~~CONGREGACAO DO SANTISSIMO REDENTOR::5,
2013,SIN IDENTIFICAR,TODOS,BRASIL,HEBREO,7,PORTUGUÉS::7,EDITORA MAAYANOT LTDA::6~~THORNIX SISTEMAS E CONSULTORIA EXODUS EDITORA LTDA::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,INGLÉS,1873,PORTUGUÉS::1873,CIRANDA CULTURAL::176~~EDITORA TECMEDD LTDA::134~~EDITORA BEST SELLER::133~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::125~~EDITORA INTRINSECA::107,
2013,SIN IDENTIFICAR,TODOS,BRASIL,ITALIANO,41,PORTUGUÉS::41,EDITORA FUNDAMENTO EDUCACIONAL LTDA::21~~SOCIEDADE DE EDUCACAO E ASSISTENCIA SOCIAL::5~~GRUPO PLANETA::2~~PIA SOCIEDADE FILHAS DE SAO PAULO::2~~ALAUDE EDITORIAL LTDA::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,JAPONÉS,35,PORTUGUÉS::35,GRUPO PANINI::33~~ASSOCIACAO PALAS ATHENA DO BRASIL::1~~EDITORA BEST SELLER::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,LATÍN,4,PORTUGUÉS::4,EDITORA WMF MARTINS FONTES::2~~CENTRO CULTURAL EDITORA PERMANENCIA::1~~UNIVERSIDADE ESTADUAL PAULISTA (UNESP)::1,
2013,SIN IDENTIFICAR,TODOS,BRASIL,LENGUA NO DETERMINADA,218,LENGUA NO DETERMINADA::218,PEARSON::15~~VERUS EDITORA LTDA - ME::13~~FAROL LITERARIO LTDA::12~~CIRANDA CULTURAL::10~~DIFUSAO CULTURAL DO LIVRO LTDA::8,
2013,SIN IDENTIFICAR,TODOS,BRASIL,PORTUGUÉS,47,INGLÉS::20~~ESPAÑOL::16~~MULTILINGÜE::7~~ESPERANTO::2~~NEERLANDÉS::1,CIRANDA CULTURAL::11~~LAKE - LIVRARIA ALLAN KARDEC EDITORA::6~~AUTENTICA EDITORA::3~~EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA::2~~FUNDACAO ALEXANDRE DE GUSMAO::2,
2013,SIN IDENTIFICAR,TODOS,RESTO DE LATAM,CHINO,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,TODOS,RESTO DE LATAM,FRANCÉS,9,ESPAÑOL::9,EDICIONES MONSERRATE SAS::6~~FONDO DE CULTURA ECONOMICA MEXICO::2~~GRUPO SANTILLANA::1,
2013,SIN IDENTIFICAR,TODOS,RESTO DE LATAM,INGLÉS,1,ESPAÑOL::1,EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,TODOS,RESTO DE LATAM,ITALIANO,3,ESPAÑOL::3,GLOBAL EDUTAINMENT BUSINESS OPERATIONS::2~~EDICIONES MONSERRATE SAS::1,
2013,SIN IDENTIFICAR,TODOS,RESTO DE LATAM,LENGUA NO DETERMINADA,127,LENGUA NO DETERMINADA::126~~ESPAÑOL::1,GRUPO PLANETA::24~~V & R EDITORAS S.A.::23~~LOSADA S.A.::10~~TUSQUETS EDITORES::8~~LA BESTIA EQUILATERA S.R.L.::6,
2013,TODOS,AMBAS,BRASIL,ALEMÁN,297,PORTUGUÉS::296~~ESPAÑOL::1,EDITORA VOZES::20~~L&PM EDITORES::19~~COSAC & NAIFY EDICOES LTDA::18~~VERGARA & RIBA EDITORAS S.A.::12~~PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS::10,Literatura de las lenguas germánicas::37~~Psicología::27~~Literatura portuguesa::26~~LITERATURA Y RETÓRICA::18~~Cristianismo Teología cristiana::17
2013,TODOS,AMBAS,BRASIL,ESPAÑOL,590,PORTUGUÉS::585~~INGLÉS::3~~ITALIANO::1~~MULTILINGÜE::1,VERGARA & RIBA EDITORAS S.A.::36~~EDITORA DMR LTDA::25~~TUVA EDITORA LTDA::25~~INNOVANT EDITORA LTDA::24~~EDITORA OBJETIVA LTDA::23,Literaturas de otras lenguas::97~~LITERATURA Y RETÓRICA::63~~Literaturas española y portuguesa::59~~Educación::35~~Literatura portuguesa::35
2013,TODOS,AMBAS,BRASIL,FRANCÉS,674,PORTUGUÉS::673~~INGLÉS::1,EDITORA NEMO LTDA-ME::52~~L&PM EDITORES::48~~COSAC & NAIFY EDICOES LTDA::39~~PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS::34~~AUTENTICA EDITORA::24,Literatura de las lenguas romances::105~~Literaturas de otras lenguas::64~~Confesiones y sectas cristianas::25~~LITERATURA Y RETÓRICA::22~~CIENCIAS SOCIALES::20
2013,TODOS,AMBAS,BRASIL,GRIEGO,25,PORTUGUÉS::25,EDITORA PENSAMENTO-CULTRIX::3~~EDITORA VOZES::3~~L&PM EDITORES::3~~COSAC & NAIFY EDICOES LTDA::2~~SOCIEDADE BIBLICA DO BRASIL::2,Literaturas helénicas  Literatura griega clásica::7~~Filosofía antigua. medieval. oriental::3~~Cristianismo Teología cristiana::2~~La Biblia::2~~Literaturas de otras lenguas::2
2013,TODOS,AMBAS,BRASIL,INGLÉS,6813,PORTUGUÉS::6697~~KICHWA::26~~MULTILINGÜE::23~~ESPAÑOL::15~~LENGUAS ÍNDICAS::12,CIRANDA CULTURAL::592~~EDITORA SCHWARCZ::266~~LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA::235~~EDITORA BEST SELLER::183~~DIFUSAO CULTURAL DO LIVRO LTDA::165,LITERATURA Y RETÓRICA::663~~Literaturas de otras lenguas::569~~Ciencias médicas  Medicina::331~~Literatura inglesa e inglesa antigua::310~~Literatura portuguesa::261
2013,TODOS,AMBAS,BRASIL,ITALIANO,327,PORTUGUÉS::327,PIA SOCIEDADE FILHAS DE SAO PAULO::33~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::21~~EMPRESA FOLHA DA MANHA S.A.::21~~EDITORA PEQUENA ZAHAR LTDA::17~~LIBRIS EDITORA LTDA.::17,Literaturas de otras lenguas::41~~Literatura italiana. rumana. retorromana::34~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::23~~Confesiones y sectas cristianas::21~~RELIGIÓN::20
2013,TODOS,AMBAS,BRASIL,JAPONÉS,217,PORTUGUÉS::217,JAPORAMA EDITORA E COMUNICACAO::118~~GRUPO PANINI::34~~NEW POP EDITORA LTDA-ME::18~~SEICHO-NO-IE DO BRASIL::13~~L&PM EDITORES::8,Dibujos animados. caricaturas. tiras caminas::125~~Artes gráficas Arte de grabar y grabados::18~~Metafísica::13~~Literaturas de otras lenguas::9~~Dibujo y artes decorativas::8
2013,TODOS,AMBAS,BRASIL,LENGUA NO DETERMINADA,1275,LENGUA NO DETERMINADA::1268~~PORTUGUÉS::7,CIRANDA CULTURAL::118~~SARAIVA SA LIVREIROS EDITORES::63~~EDITORA SCHWARCZ::43~~DIFUSAO CULTURAL DO LIVRO LTDA::35~~LTC - LIVROS TECNICOS E CIENTIFICOS EDITORA::32,LITERATURA Y RETÓRICA::145~~Literaturas de otras lenguas::102~~Literatura portuguesa::71~~Educación::58~~Lectura y uso de otros medios de información para gente joven::53
2013,TODOS,AMBAS,BRASIL,PORTUGUÉS,405,INGLÉS::243~~ESPAÑOL::106~~MULTILINGÜE::21~~ITALIANO::11~~LIBRAS::10,EDITORA DUBOLSINHO LTDA::24~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::23~~CIRANDA CULTURAL::19~~CENTRO DIFUSOR DE CULTURA LTDA::17~~AAATCHIM! EDITORIAL LTDA::13,Literatura portuguesa::102~~LITERATURA Y RETÓRICA::35~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::33~~Educación::22~~Literaturas de otras lenguas::20
