PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,JAPONÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ÁRABE,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,ALEMÁN,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,UNIVERSIDAD EL BOSQUE,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,CORPORACION UNIVERSITARIA MINUTO DE DIOS,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,UNIVERSIDAD SERGIO ARBOLEDA,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL UNIVERSIDAD DE CALDAS,1
Colombia,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,FRANCÉS,ESPAÑOL,CORPORACION ORACULO,1
Colombia,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,FUNDACION AUROMIRA,1
Colombia,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION SOCIOCULTURAL DE AFRODECENDIENTES ATAOLE,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,6
Colombia,2012,100 - Filosofía y psicología,TODOS,ALEMÁN,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,2
Colombia,2012,100 - Filosofía y psicología,TODOS,ALEMÁN,ESPAÑOL,SOCIEDAD DE SAN PABLO,2
Colombia,2012,100 - Filosofía y psicología,TODOS,ALEMÁN,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ESPAÑOL,INGLÉS,ARMADILLO EDITORES S.A.S,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ESPAÑOL,INGLÉS,"CAMPO CABAL, ALVARO",1
Colombia,2012,100 - Filosofía y psicología,TODOS,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,14
Colombia,2012,100 - Filosofía y psicología,TODOS,FRANCÉS,ESPAÑOL,GRUPO PLANETA,2
Colombia,2012,100 - Filosofía y psicología,TODOS,FRANCÉS,ESPAÑOL,CORPORACION ORACULO,1
Colombia,2012,100 - Filosofía y psicología,TODOS,FRANCÉS,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,FRANCÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,GRUPO PLANETA,9
Colombia,2012,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,7
Colombia,2012,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,3
Colombia,2012,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,CORPORACION UNIVERSITARIA MINUTO DE DIOS,1
Colombia,2012,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,FUNDACION AUROMIRA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,2
Colombia,2012,100 - Filosofía y psicología,TODOS,ITALIANO,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ITALIANO,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,JAPONÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL UNIVERSIDAD DE CALDAS,1
Colombia,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION SOCIOCULTURAL DE AFRODECENDIENTES ATAOLE,1
Colombia,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"HERNANDEZ GRANADA, CESAR AUGUSTO",1
Colombia,2012,100 - Filosofía y psicología,TODOS,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,TODOS,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,100 - Filosofía y psicología,TODOS,ÁRABE,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,200 - Religión,AMBAS,AFRIKÁANS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,AMBAS,ALEMÁN,ESPAÑOL,SOCIEDAD DE SAN PABLO,8
Colombia,2012,200 - Religión,AMBAS,ALEMÁN,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,200 - Religión,AMBAS,ESPAÑOL,MULTILINGÜE,G12 EDITORES SAS,11
Colombia,2012,200 - Religión,AMBAS,FRANCÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,AMBAS,GRIEGO,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,20
Colombia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,CENTRO DE LITERATURA CRISTIANA,14
Colombia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,ASOCIACION EDITORIAL BUENA SEMILLA,9
Colombia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,4
Colombia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2012,200 - Religión,AMBAS,INGLÉS,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,AMBAS,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,27
Colombia,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,AMBAS,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,17
Colombia,2012,200 - Religión,AMBAS,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,2
Colombia,2012,200 - Religión,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"LOPEZ LONDONO, GABRIEL EFRAIN",1
Colombia,2012,200 - Religión,AUTOR-EDITOR,FRANCÉS,ESPAÑOL,"OJEDA AVELLANEDA, ANA CECILIA",1
Colombia,2012,200 - Religión,AUTOR-EDITOR,INGLÉS,MULTILINGÜE,"RAMIREZ ACUNA, LUIS FERNANDO",1
Colombia,2012,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,ESPAÑOL,"RODRIGUEZ AFANADOR, LUIS ANGEL",1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,AFRIKÁANS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,SOCIEDAD DE SAN PABLO,8
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,ESPAÑOL,MULTILINGÜE,G12 EDITORES SAS,11
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,GRIEGO,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,20
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,CENTRO DE LITERATURA CRISTIANA,14
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,ASOCIACION EDITORIAL BUENA SEMILLA,9
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,4
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,27
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,17
Colombia,2012,200 - Religión,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,2
Colombia,2012,200 - Religión,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,PONTIFICIA UNIVERSIDAD JAVERIANA,1
Colombia,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,FRANCÉS,ESPAÑOL,COMPANIA DE MARIA PADRES MONTFORTIANOS - EDIMONTFORTIANOS,1
Colombia,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,FUNDACION SRI SATHAYA SAI BABA DE COLOMBIA - FUNDASAI,1
Colombia,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,IGLESIA BUDISTA COMUNIDAD SOTO ZEN DE COLOMBIA,1
Colombia,2012,200 - Religión,TODOS,AFRIKÁANS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,TODOS,ALEMÁN,ESPAÑOL,SOCIEDAD DE SAN PABLO,8
Colombia,2012,200 - Religión,TODOS,ALEMÁN,ESPAÑOL,GRUPO PLANETA,1
Colombia,2012,200 - Religión,TODOS,ESPAÑOL,INGLÉS,"LOPEZ LONDONO, GABRIEL EFRAIN",1
Colombia,2012,200 - Religión,TODOS,ESPAÑOL,MULTILINGÜE,G12 EDITORES SAS,11
Colombia,2012,200 - Religión,TODOS,FRANCÉS,ESPAÑOL,COMPANIA DE MARIA PADRES MONTFORTIANOS - EDIMONTFORTIANOS,1
Colombia,2012,200 - Religión,TODOS,FRANCÉS,ESPAÑOL,"OJEDA AVELLANEDA, ANA CECILIA",1
Colombia,2012,200 - Religión,TODOS,FRANCÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,TODOS,GRIEGO,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,20
Colombia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,CENTRO DE LITERATURA CRISTIANA,14
Colombia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,ASOCIACION EDITORIAL BUENA SEMILLA,9
Colombia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,4
Colombia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2012,200 - Religión,TODOS,INGLÉS,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,TODOS,INGLÉS,MULTILINGÜE,"RAMIREZ ACUNA, LUIS FERNANDO",1
Colombia,2012,200 - Religión,TODOS,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,27
Colombia,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,"RODRIGUEZ AFANADOR, LUIS ANGEL",1
Colombia,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,G12 EDITORES SAS,1
Colombia,2012,200 - Religión,TODOS,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,17
Colombia,2012,200 - Religión,TODOS,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,2
Colombia,2012,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,6
Colombia,2012,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,EDICIONES AURORA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,GRUPO EDITORIAL IBANEZ S.A.S,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ESPAÑOL,INGLÉS,MAT EL MATEMAGICO S.A.S.,13
Colombia,2012,300 - Ciencias sociales,AMBAS,ESPAÑOL,INGLÉS,EDICIONES GAMMA S.A.,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ESPAÑOL,MULTILINGÜE,UNIVERSIDAD EAN,1
Colombia,2012,300 - Ciencias sociales,AMBAS,FRANCÉS,ESPAÑOL,PLAZA & JANES EDITORES,3
Colombia,2012,300 - Ciencias sociales,AMBAS,FRANCÉS,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,2
Colombia,2012,300 - Ciencias sociales,AMBAS,FRANCÉS,ESPAÑOL,GRUPO PLANETA,2
Colombia,2012,300 - Ciencias sociales,AMBAS,FRANCÉS,ESPAÑOL,LA CARRETA EDITORES E.U.,1
Colombia,2012,300 - Ciencias sociales,AMBAS,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,9
Colombia,2012,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,9
Colombia,2012,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,GRUPO PLANETA,6
Colombia,2012,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,PLAZA & JANES EDITORES,5
Colombia,2012,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,4
Colombia,2012,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,5
Colombia,2012,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,2
Colombia,2012,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,1
Colombia,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,INGLÉS,EDICIONES GAMMA S.A.,1
Colombia,2012,300 - Ciencias sociales,AMBAS,PORTUGUÉS,ESPAÑOL,COOPERATIVA EDITORIAL MAGISTERIO,1
Colombia,2012,300 - Ciencias sociales,AMBAS,PORTUGUÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,1
Colombia,2012,300 - Ciencias sociales,AMBAS,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"POMBO HOLGUIN, DIANA CAROLINA",2
Colombia,2012,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"VARGAS VALBUENA, MARTHA ALICIA",1
Colombia,2012,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,PORTUGUÉS,"POMBO HOLGUIN, DIANA CAROLINA",2
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,6
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,EDICIONES AURORA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,GRUPO EDITORIAL IBANEZ S.A.S,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ESPAÑOL,INGLÉS,MAT EL MATEMAGICO S.A.S.,13
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ESPAÑOL,INGLÉS,EDICIONES GAMMA S.A.,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,PLAZA & JANES EDITORES,3
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,GRUPO PLANETA,2
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,LA CARRETA EDITORES E.U.,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,9
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,9
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,GRUPO PLANETA,6
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,PLAZA & JANES EDITORES,5
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,4
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,5
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,INGLÉS,EDICIONES GAMMA S.A.,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,COOPERATIVA EDITORIAL MAGISTERIO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ALEMÁN,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ALEMÁN,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ALEMÁN,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ESPAÑOL,MULTILINGÜE,UNIVERSIDAD EAN,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,2
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,UNIVERSIDAD EAFIT,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,3
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,UNIVERSIDAD DEL CAUCA,3
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,FUNDACION UNIVERSIDAD CENTRAL,2
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INGLÉS,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ITALIANO,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,2
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ITALIANO,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ITALIANO,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,1
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD LIBRE - BOGOTA,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,ÁRABE,FUNDACION INSTITUTO RUHI,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,RONDEROS Y CARDENAS S.A.S.,8
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,ACADEMIA DE YOGA SATYANANDA,2
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,FUNDACION MAHATMA GANDHI,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,MAGIC TALENT ENTERTAINMENT S.A.S.,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,MULTILINGÜE,ASOCIACION DE BANANEROS DE COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,PERSA,FUNDACION INSTITUTO RUHI,2
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ÁRABE,FUNDACION INSTITUTO RUHI,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,ESPAÑOL,OFICINA DEL ALTO COMISIONADO DE LAS NACIONES UNIDAS PARA LOS DERECHOS HUMANOS EN COLOMBIA,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION SOCIOCULTURAL DE AFRODECENDIENTES ATAOLE,2
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION MUNDO ESPIRAL,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,HUMANIDAD VIGENTE CORPORACION JURIDICA,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,OFICINA DE LAS NACIONES UNIDAS CONTRA LA DROGA Y EL DELITO COLOMBIA UNODC,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,PORTUGUÉS,ESPAÑOL,CORPORACION DE CAPACITACION Y APOYO A LA DISCAPACIDAD,2
Colombia,2012,300 - Ciencias sociales,ENTIDAD PÚBLICA,INGLÉS,ESPAÑOL,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,1
Colombia,2012,300 - Ciencias sociales,ENTIDAD PÚBLICA,LENGUA NO DETERMINADA,MULTILINGÜE,INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS,1
