PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Argentina,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,2
Argentina,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRANICA,1
Argentina,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,2
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRANICA,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,2
Argentina,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRANICA,1
Argentina,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDGARDO CARAMELLA Y ASOC,1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPAL,4
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIRIO,2
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SPRAYETTE,2
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FERSIC,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FUNDACION EDUARDO F. COSTANTINI,1
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CACTUS,4
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENIEL,31
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CERTEZA ARGENTINA,3
Argentina,2012,200 - Religión,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PROMETEO EDITORES,3
Argentina,2012,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EMMANUEL MOUNIER ARGENTINA,1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENIEL,31
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CERTEZA ARGENTINA,3
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PROMETEO EDITORES,3
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,BNEI SHOLEM,7
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GUADALUPE,2
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,HASTINAPURA,2
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOC. CIVIL PERSPECTIVAS BET MIDRASH,1
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PENIEL,31
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,BNEI SHOLEM,7
Argentina,2012,200 - Religión,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,4
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE QUILMES,2
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL DE LA UNC,1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EPPUR SI MUOVE,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ERA NACIENTE,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,FUNDACION INTERAMERICANA DEL CORAZON ARGENTINA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RED DE SEGURIDAD Y DEFENSA DE AMERICA LATINA ASOCIACION CIVIL - RESDAL,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,RYR,1
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,6
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,4
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GALERNA,1
Argentina,2012,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,4
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GALERNA,1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,1
Argentina,2012,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEL CALDERON,1
Argentina,2012,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SHOLEM BUENOS AIRES,1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,4
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,AZ EDITORA S.A.,3
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DEL CALDERON,1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GALERNA,1
Argentina,2012,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,3
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,3
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,1
Argentina,2012,500 - Ciencias naturales y matemáticas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SOCIEDAD ARGENTINA DE RADIOPROTECCION ASOCIACION CIVIL,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,3
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,1
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SIRIO,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL MEDICA PANAMERICANA,12
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,9
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,8
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,INTER-MEDICA,6
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,READER'S DIGEST ARGENTINA S.R.L.,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,OVNI PRESS,41
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CYPRES,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLANETA DE AGOSTINI,6
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,JEDBANGERS,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,OVNI PRESS,41
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CYPRES,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLANETA DE AGOSTINI,6
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,A FUEGO LENTO,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ORMOBOOK,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TANGONLINE.COM,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,OVNI PRESS,41
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,16
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CYPRES,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,PLANETA DE AGOSTINI,6
Argentina,2012,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,80
Argentina,2012,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,68
Argentina,2012,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,37
Argentina,2012,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,35
Argentina,2012,800 - Literatura y retórica,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LA PINTA,1
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,80
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,68
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,37
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,35
Argentina,2012,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EUDEM - EDITORIAL DE LA UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,DE LA MIRANDOLA,12
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SHOLEM BUENOS AIRES,8
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ATHIUS,3
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CHINOZHONG,2
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,13X13,1
Argentina,2012,800 - Literatura y retórica,OTROS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRADIFCO,3
Argentina,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ESENCIA,80
Argentina,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL GUADAL,79
Argentina,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,68
Argentina,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,LOSADA,37
Argentina,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,V & R EDITORAS S.A.,35
Argentina,2012,900 - Geografía e historia,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANTROPOSOFICA,7
Argentina,2012,900 - Geografía e historia,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,GRUPO PAIDOS,7
Argentina,2012,900 - Geografía e historia,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,TUSQUETS EDITORES,4
Argentina,2012,900 - Geografía e historia,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,CATAPULTA,2
Argentina,2012,900 - Geografía e historia,AMBAS,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,EDITORIAL SUDAMERICANA,2
Argentina,2012,900 - Geografía e historia,AUTOR-EDITOR,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,SUDPOL,1
