PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
Argentina,2012,000 - Generalidades,AMBAS,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,000 - Generalidades,AMBAS,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,AMBAS,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,AMBAS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,AMBAS,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,EDITORIAL COMERCIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,TODOS,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,000 - Generalidades,TODOS,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,TODOS,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,TODOS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,000 - Generalidades,TODOS,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,AMBAS,Top 10%,1,14.67,6.81,3,LENGUA NO DETERMINADA,44
Argentina,2012,100 - Filosofía y psicología,AMBAS,10% - 20%,2,4.67,2.08,3,LENGUA NO DETERMINADA,14
Argentina,2012,100 - Filosofía y psicología,AMBAS,20% - 30%,3,3.0,0.0,3,LENGUA NO DETERMINADA,9
Argentina,2012,100 - Filosofía y psicología,AMBAS,30% - 40%,4,2.33,0.58,3,LENGUA NO DETERMINADA,7
Argentina,2012,100 - Filosofía y psicología,AMBAS,40% - 50%,5,1.67,0.58,3,LENGUA NO DETERMINADA,5
Argentina,2012,100 - Filosofía y psicología,AMBAS,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,AMBAS,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,AMBAS,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,AMBAS,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,AMBAS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Top 10%,1,18.5,2.12,2,LENGUA NO DETERMINADA,37
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,10% - 20%,2,6.0,1.73,3,LENGUA NO DETERMINADA,18
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,20% - 30%,3,3.0,0.0,3,LENGUA NO DETERMINADA,9
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,30% - 40%,4,2.67,0.58,3,LENGUA NO DETERMINADA,8
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,4.0,0.0,1,LENGUA NO DETERMINADA,4
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,100 - Filosofía y psicología,TODOS,Top 10%,1,14.67,6.81,3,LENGUA NO DETERMINADA,44
Argentina,2012,100 - Filosofía y psicología,TODOS,10% - 20%,2,4.5,1.73,4,LENGUA NO DETERMINADA,18
Argentina,2012,100 - Filosofía y psicología,TODOS,20% - 30%,3,3.0,0.0,4,LENGUA NO DETERMINADA,12
Argentina,2012,100 - Filosofía y psicología,TODOS,30% - 40%,4,2.0,0.0,4,LENGUA NO DETERMINADA,8
Argentina,2012,100 - Filosofía y psicología,TODOS,40% - 50%,5,1.5,0.58,4,LENGUA NO DETERMINADA,6
Argentina,2012,100 - Filosofía y psicología,TODOS,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,100 - Filosofía y psicología,TODOS,60% - 70%,7,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,100 - Filosofía y psicología,TODOS,70% - 80%,8,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,100 - Filosofía y psicología,TODOS,80% - 90%,9,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,100 - Filosofía y psicología,TODOS,Larga Cola,10,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,200 - Religión,AMBAS,Top 10%,1,85.0,0.0,1,LENGUA NO DETERMINADA,85
Argentina,2012,200 - Religión,AMBAS,10% - 20%,2,23.0,11.31,2,LENGUA NO DETERMINADA,46
Argentina,2012,200 - Religión,AMBAS,20% - 30%,3,3.0,0.0,2,LENGUA NO DETERMINADA,6
Argentina,2012,200 - Religión,AMBAS,30% - 40%,4,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,AMBAS,40% - 50%,5,1.5,0.71,2,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,AMBAS,50% - 60%,6,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,AMBAS,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,AMBAS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,AMBAS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,AMBAS,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Top 10%,1,85.0,0.0,1,LENGUA NO DETERMINADA,85
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,10% - 20%,2,23.0,11.31,2,LENGUA NO DETERMINADA,46
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,20% - 30%,3,3.0,0.0,2,LENGUA NO DETERMINADA,6
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,30% - 40%,4,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,40% - 50%,5,1.5,0.71,2,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,50% - 60%,6,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,7.0,0.0,1,LENGUA NO DETERMINADA,7
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,6.0,0.0,1,LENGUA NO DETERMINADA,6
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,200 - Religión,TODOS,Top 10%,1,58.0,38.18,2,LENGUA NO DETERMINADA,116
Argentina,2012,200 - Religión,TODOS,10% - 20%,2,9.33,4.93,3,LENGUA NO DETERMINADA,28
Argentina,2012,200 - Religión,TODOS,20% - 30%,3,2.67,0.58,3,LENGUA NO DETERMINADA,8
Argentina,2012,200 - Religión,TODOS,30% - 40%,4,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,200 - Religión,TODOS,40% - 50%,5,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,TODOS,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,TODOS,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,TODOS,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,TODOS,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,200 - Religión,TODOS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,300 - Ciencias sociales,AMBAS,Top 10%,1,12.0,4.58,3,LENGUA NO DETERMINADA,36
Argentina,2012,300 - Ciencias sociales,AMBAS,10% - 20%,2,5.5,1.91,4,LENGUA NO DETERMINADA,22
Argentina,2012,300 - Ciencias sociales,AMBAS,20% - 30%,3,3.33,0.58,3,LENGUA NO DETERMINADA,10
Argentina,2012,300 - Ciencias sociales,AMBAS,30% - 40%,4,2.25,0.5,4,LENGUA NO DETERMINADA,9
Argentina,2012,300 - Ciencias sociales,AMBAS,40% - 50%,5,2.0,0.0,4,LENGUA NO DETERMINADA,8
Argentina,2012,300 - Ciencias sociales,AMBAS,50% - 60%,6,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,300 - Ciencias sociales,AMBAS,60% - 70%,7,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,AMBAS,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,300 - Ciencias sociales,AMBAS,80% - 90%,9,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,AMBAS,Larga Cola,10,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,Top 10%,1,12.0,4.58,3,LENGUA NO DETERMINADA,36
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,10% - 20%,2,4.67,1.15,3,LENGUA NO DETERMINADA,14
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,20% - 30%,3,3.33,0.58,3,LENGUA NO DETERMINADA,10
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,30% - 40%,4,2.33,0.58,3,LENGUA NO DETERMINADA,7
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,4,LENGUA NO DETERMINADA,8
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,50% - 60%,6,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Top 10%,1,8.0,0.0,1,LENGUA NO DETERMINADA,8
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,300 - Ciencias sociales,TODOS,Top 10%,1,11.0,4.24,4,LENGUA NO DETERMINADA,44
Argentina,2012,300 - Ciencias sociales,TODOS,10% - 20%,2,4.5,1.0,4,LENGUA NO DETERMINADA,18
Argentina,2012,300 - Ciencias sociales,TODOS,20% - 30%,3,2.75,0.5,4,LENGUA NO DETERMINADA,11
Argentina,2012,300 - Ciencias sociales,TODOS,30% - 40%,4,2.0,0.0,4,LENGUA NO DETERMINADA,8
Argentina,2012,300 - Ciencias sociales,TODOS,40% - 50%,5,2.0,0.0,4,LENGUA NO DETERMINADA,8
Argentina,2012,300 - Ciencias sociales,TODOS,50% - 60%,6,1.25,0.5,4,LENGUA NO DETERMINADA,5
Argentina,2012,300 - Ciencias sociales,TODOS,60% - 70%,7,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,TODOS,70% - 80%,8,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,TODOS,80% - 90%,9,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,300 - Ciencias sociales,TODOS,Larga Cola,10,1.0,0.0,5,LENGUA NO DETERMINADA,5
Argentina,2012,400 - Lenguas,AMBAS,Top 10%,1,4.0,0.0,1,LENGUA NO DETERMINADA,4
Argentina,2012,400 - Lenguas,AMBAS,10% - 20%,2,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,400 - Lenguas,AMBAS,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,AMBAS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,Top 10%,1,4.0,0.0,1,LENGUA NO DETERMINADA,4
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,10% - 20%,2,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,EDITORIAL COMERCIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,TODOS,Top 10%,1,4.0,0.0,1,LENGUA NO DETERMINADA,4
Argentina,2012,400 - Lenguas,TODOS,10% - 20%,2,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,400 - Lenguas,TODOS,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,TODOS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,TODOS,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,400 - Lenguas,TODOS,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,Top 10%,1,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,AMBAS,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,Top 10%,1,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,Top 10%,1,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,500 - Ciencias naturales y matemáticas,TODOS,Larga Cola,10,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,Top 10%,1,10.5,2.12,2,LENGUA NO DETERMINADA,21
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,10% - 20%,2,7.0,1.41,2,LENGUA NO DETERMINADA,14
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,20% - 30%,3,3.5,0.71,2,LENGUA NO DETERMINADA,7
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,50% - 60%,6,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Top 10%,1,10.5,2.12,2,LENGUA NO DETERMINADA,21
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,10% - 20%,2,7.0,1.41,2,LENGUA NO DETERMINADA,14
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,20% - 30%,3,3.5,0.71,2,LENGUA NO DETERMINADA,7
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,50% - 60%,6,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,Top 10%,1,10.5,2.12,2,LENGUA NO DETERMINADA,21
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,10% - 20%,2,7.0,1.41,2,LENGUA NO DETERMINADA,14
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,20% - 30%,3,3.5,0.71,2,LENGUA NO DETERMINADA,7
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,50% - 60%,6,2.0,0.0,2,LENGUA NO DETERMINADA,4
