PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,CHINO,2
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,ESPAÑOL,3
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,FRANCÉS,3
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,INGLÉS,3
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,ITALIANO,1
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,AMBAS,50% - 60%,6,1.13,0.35,15,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,ESPAÑOL,3
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,FRANCÉS,2
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,INGLÉS,5
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,PORTUGUÉS,2
TODOS,2013,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,15,RUSO,1
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,FRANCÉS,2
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,INGLÉS,9
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,ITALIANO,1
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,16,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,INGLÉS,5
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,NÁHUATL,1
TODOS,2013,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,15,PORTUGUÉS,3
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,INGLÉS,8
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,ITALIANO,1
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,16,PORTUGUÉS,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,Top 10%,1,1.0,0.0,2,INGLÉS,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,2,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,2,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,20% - 30%,3,1.0,0.0,2,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,30% - 40%,4,1.0,0.0,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,30% - 40%,4,1.0,0.0,2,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,40% - 50%,5,1.0,0.0,2,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,50% - 60%,6,1.0,0.0,2,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,50% - 60%,6,1.0,0.0,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,60% - 70%,7,1.0,0.0,2,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,70% - 80%,8,1.0,0.0,2,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,80% - 90%,9,1.0,0.0,2,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,Larga Cola,10,1.0,0.0,3,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,AUTOR-EDITOR,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,ALEMÁN,9
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,CATALÁN,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,CHINO,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,ESPAÑOL,19
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,FRANCÉS,33
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,INGLÉS,139
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,ITALIANO,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,LENGUA NO DETERMINADA,18
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,NÁHUATL,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,17.38,7.77,13,SUECO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,ALEMÁN,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,ESPAÑOL,7
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,INGLÉS,44
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,ITALIANO,9
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,LENGUA NO DETERMINADA,28
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,POLACO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,7.08,0.95,13,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,ESPAÑOL,8
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,FRANCÉS,5
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,INGLÉS,18
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,ITALIANO,4
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,4.0,0.58,13,LENGUA NO DETERMINADA,16
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,FRANCÉS,4
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,INGLÉS,18
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,ITALIANO,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.31,0.48,13,RUMANO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,13,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,13,FRANCÉS,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,13,INGLÉS,11
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,13,ITALIANO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,13,LENGUA NO DETERMINADA,9
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,CHINO,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,ESPAÑOL,5
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,INGLÉS,4
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,ITALIANO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.38,0.51,13,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,13,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,13,FRANCÉS,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,13,INGLÉS,6
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,13,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,13,RUSO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,13,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,13,FRANCÉS,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,13,INGLÉS,5
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,13,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,13,PORTUGUÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,ESPAÑOL,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,INGLÉS,5
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,NÁHUATL,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,13,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,14,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,14,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,14,INGLÉS,4
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,14,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,14,PORTUGUÉS,4
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,7.0,1.41,2,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,7.0,1.41,2,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,7.0,1.41,2,INGLÉS,10
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,7.0,1.41,2,LATÍN,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,7.0,1.41,2,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,10% - 20%,2,2.5,0.71,2,FRANCÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,10% - 20%,2,2.5,0.71,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,10% - 20%,2,2.5,0.71,2,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,20% - 30%,3,2.0,0.0,2,INGLÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,20% - 30%,3,2.0,0.0,2,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,30% - 40%,4,2.0,0.0,3,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,30% - 40%,4,2.0,0.0,3,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,30% - 40%,4,2.0,0.0,3,INGLÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,30% - 40%,4,2.0,0.0,3,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,40% - 50%,5,1.0,0.0,2,INGLÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,50% - 60%,6,1.0,0.0,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,50% - 60%,6,1.0,0.0,2,ITALIANO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,60% - 70%,7,1.0,0.0,3,INGLÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,60% - 70%,7,1.0,0.0,3,ITALIANO,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,70% - 80%,8,1.0,0.0,2,INGLÉS,2
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,80% - 90%,9,1.0,0.0,2,FRANCÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,80% - 90%,9,1.0,0.0,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Larga Cola,10,1.0,0.0,3,INGLÉS,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Larga Cola,10,1.0,0.0,3,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,3.5,0.58,4,ESPAÑOL,4
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,3.5,0.58,4,INGLÉS,7
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,3.5,0.58,4,LENGUA NO DETERMINADA,3
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.4,0.55,5,ESPAÑOL,4
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.4,0.55,5,INGLÉS,3
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.4,0.55,5,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.4,0.55,5,PORTUGUÉS,3
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,5,CATALÁN,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,5,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,5,FRANCÉS,3
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,5,INGLÉS,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,5,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.25,0.5,4,FRANCÉS,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.25,0.5,4,ITALIANO,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.25,0.5,4,JAPONÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,5,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,5,INGLÉS,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,5,ITALIANO,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,5,POLACO,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,5,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,5,INGLÉS,3
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,5,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,4,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,4,INDONESIO,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,4,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,5,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,5,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,5,LATÍN,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,5,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,5,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,5,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,5,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,5,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,5,ESPAÑOL,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,5,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,5,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,5,RUSO,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,Top 10%,1,2.0,0.0,1,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,Top 10%,1,2.0,0.0,1,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,20% - 30%,3,2.0,0.0,1,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,20% - 30%,3,2.0,0.0,1,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,30% - 40%,4,1.0,0.0,1,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,40% - 50%,5,1.0,0.0,1,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,60% - 70%,7,1.0,0.0,1,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,70% - 80%,8,1.0,0.0,1,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,80% - 90%,9,1.0,0.0,1,INGLÉS,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,Larga Cola,10,1.0,0.0,2,ESPAÑOL,1
TODOS,2013,900 - Geografía e historia,ENTIDAD PÚBLICA,Larga Cola,10,1.0,0.0,2,INGLÉS,1
TODOS,2013,900 - Geografía e historia,OTROS,Top 10%,1,5.0,0.0,1,LENGUA NO DETERMINADA,5
TODOS,2013,900 - Geografía e historia,OTROS,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,OTROS,20% - 30%,3,1.0,0.0,1,AFRIKÁANS,1
TODOS,2013,900 - Geografía e historia,OTROS,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
TODOS,2013,900 - Geografía e historia,OTROS,40% - 50%,5,1.0,0.0,1,HEBREO,1
TODOS,2013,900 - Geografía e historia,OTROS,50% - 60%,6,1.0,0.0,1,JAPONÉS,1
TODOS,2013,900 - Geografía e historia,OTROS,60% - 70%,7,1.0,0.0,1,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,ALEMÁN,11
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,CATALÁN,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,CHINO,2
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,ESPAÑOL,27
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,FRANCÉS,34
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,INGLÉS,180
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,ITALIANO,9
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,LATÍN,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,LENGUA NO DETERMINADA,39
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,NÁHUATL,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,POLACO,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,PORTUGUÉS,1
TODOS,2013,900 - Geografía e historia,TODOS,Top 10%,1,12.83,7.57,24,SUECO,1
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,ESPAÑOL,12
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,FRANCÉS,5
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,INGLÉS,41
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,ITALIANO,6
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,LENGUA NO DETERMINADA,33
TODOS,2013,900 - Geografía e historia,TODOS,10% - 20%,2,4.21,1.02,24,PORTUGUÉS,3
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,ALEMÁN,1
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,ESPAÑOL,6
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,FRANCÉS,7
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,INGLÉS,20
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,ITALIANO,3
TODOS,2013,900 - Geografía e historia,TODOS,20% - 30%,3,2.21,0.41,24,LENGUA NO DETERMINADA,13
