PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,TIPO_AGENTE,EDITORIAL,CANTIDAD
México,2025,900 - Geografía e historia,TRADUCIDO,ENTIDAD PÚBLICA,MUNICIPIO DE SAN LUIS POTOSI,1
México,2025,900 - Geografía e historia,TRADUCIDO,ENTIDAD PÚBLICA,PATRONATO DE LAS UNIDADES DE SERVICIOS CULTURALES Y TURISTICOS DEL ESTADO DE YUCATAN,2
México,2025,900 - Geografía e historia,TRADUCIDO,TODOS,ARTES DE MEXICO Y DEL MUNDO,4
México,2025,900 - Geografía e historia,TRADUCIDO,TODOS,EDITORES MEXICANOS UNIDOS,11
México,2025,900 - Geografía e historia,TRADUCIDO,TODOS,FONDO DE CULTURA ECONOMICA MEXICO,21
México,2025,900 - Geografía e historia,TRADUCIDO,TODOS,GRUPO PAIDOS,9
México,2025,900 - Geografía e historia,TRADUCIDO,TODOS,GRUPO PLANETA,5
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,EDICIONES EL NARANJO,6
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,EDICIONES GRANICA MEXICO,3
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,EDITORIAL OCEANO,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,HACHETTE EDITORIAL MEXICO,5
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,SAN NICOLAS EDITORES,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,"ARDAVIN ITUARTE , MARIA DE LOS ANGELES",2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,"BRIEÑO ALVAREZ, JACQUELINE",2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,"CASTELO BERNAL, JESUS ANTONIO",2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,"GOZALEZ OBREGON, MARLA MARCELA",5
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,"LOPEZ NAVARRO, ROBERTO MANUEL",2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES EL NARANJO,6
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES GRANICA MEXICO,3
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL OCEANO,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,HACHETTE EDITORIAL MEXICO,5
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,SAN NICOLAS EDITORES,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,1
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,1
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,A.S.H.2. IMAGEN GLOBAL,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ALFHAVILLE CINEMA,1
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,L.I.F.E. UNIVERSE S.A. DE C.V.,8
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,NENINES,11
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,TIME UNIVERSITY S.A DE C.V,26
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,EDITORA DEL GOBIERNO DEL ESTADO LIBRE Y SOBERANO DE VERACRUZ LLAVE,8
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,INSTITUTO ELECTORAL DE LA CIUDAD DE MEXICO,1
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,SECRETARIA DE CULTURA DE MICHOACAN,2
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,SECRETARIA DE CULTURA FEDERAL,6
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,UNIDAD DE SERVICIOS PARA LA EDUCACION BASICA EN EL ESTADO DE QUERETARO,12
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,OTROS,RIOS GOMEZ ALFREDO,1
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,EDITORA DEL GOBIERNO DEL ESTADO LIBRE Y SOBERANO DE VERACRUZ LLAVE,8
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,L.I.F.E. UNIVERSE S.A. DE C.V.,8
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,NENINES,11
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,TIME UNIVERSITY S.A DE C.V,26
México,2025,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,UNIDAD DE SERVICIOS PARA LA EDUCACION BASICA EN EL ESTADO DE QUERETARO,12
México,2025,SIN IDENTIFICAR,TRADUCIDO,AMBAS,EDICIONES DABAR,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,AMBAS,EDICIONES EL NARANJO,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,AMBAS,EDITORIAL OCEANO,4
México,2025,SIN IDENTIFICAR,TRADUCIDO,AMBAS,HACHETTE EDITORIAL MEXICO,8
México,2025,SIN IDENTIFICAR,TRADUCIDO,AMBAS,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,3
México,2025,SIN IDENTIFICAR,TRADUCIDO,AUTOR-EDITOR,HERNANDEZ VILLEGAS FLOR SOLEDAD,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,AUTOR-EDITOR,LACHINO MENDOZA HAYDE SANTAMARIA,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,AUTOR-EDITOR,"REYES PINTOR, MONICA ITZEL",3
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES DABAR,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES EL NARANJO,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL OCEANO,4
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,HACHETTE EDITORIAL MEXICO,8
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,PUBLICACIONES TULIP,1
México,2025,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL UNIVERSITARIA,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,3
México,2025,SIN IDENTIFICAR,TRADUCIDO,ENTIDAD PÚBLICA,INSTITUTO ELECTORAL DEL ESTADO DE MEXICO,2
México,2025,SIN IDENTIFICAR,TRADUCIDO,TODOS,EDITORIAL OCEANO,4
México,2025,SIN IDENTIFICAR,TRADUCIDO,TODOS,HACHETTE EDITORIAL MEXICO,8
México,2025,SIN IDENTIFICAR,TRADUCIDO,TODOS,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,3
México,2025,SIN IDENTIFICAR,TRADUCIDO,TODOS,INSTITUTO ELECTORAL DEL ESTADO DE MEXICO,2
México,2025,SIN IDENTIFICAR,TRADUCIDO,TODOS,"REYES PINTOR, MONICA ITZEL",3
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,AMBAS,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,AMBAS,UNIVERSIDAD NACIONAL AGRARIA,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,"DELGADILLO AGUIRRE, JAVIER JOSE",1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AGRARIA,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,OTROS,EIKON DE NICARAGUA,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,TODOS,"DELGADILLO AGUIRRE, JAVIER JOSE",1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,TODOS,EIKON DE NICARAGUA,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,TODOS,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,000 - Generalidades,NO TRADUCIDO,TODOS,UNIVERSIDAD NACIONAL AGRARIA,1
Nicaragua,2010,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION DE EDUCACION Y COMUNICACION,2
Nicaragua,2010,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,ASOCIACION DE EDUCACION Y COMUNICACION,2
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AMBAS,HISPAMER,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AMBAS,PUBLICIDAD ARELLANO VASQUEZ S. A.,4
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,"CAJINA PLATA, MARVIN",1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,"PEREZ CETENO, JOSE JUVENCIO",1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,ROBERTO CARLOS BENAVIDES,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,"SARRIA ABAUNZA, ROBERTO ANTONIO",4
Nicaragua,2010,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,"VALLE, BRUNO MARTIN",1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,HISPAMER,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,PUBLICIDAD ARELLANO VASQUEZ S. A.,4
Nicaragua,2010,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION SOL DE JUSTICIA INTERNACIONAL DE NICARAGUA,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,SOCIEDAD BIBLICA DE NICARAGUA,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,OTROS,IMPRENTA ARQUIDIOCESANA DE MANAGUA,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,TODOS,ASOCIACION SOL DE JUSTICIA INTERNACIONAL DE NICARAGUA,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,TODOS,"CAJINA PLATA, MARVIN",1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,TODOS,HISPAMER,1
Nicaragua,2010,200 - Religión,NO TRADUCIDO,TODOS,PUBLICIDAD ARELLANO VASQUEZ S. A.,4
Nicaragua,2010,200 - Religión,NO TRADUCIDO,TODOS,"SARRIA ABAUNZA, ROBERTO ANTONIO",4
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,BIBLIOGRAFIAS TECNICAS S.A.,6
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,EDICIONES Y PUBLICACIONES SAN JERONIMO,10
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,"GRUPO EDITORIAL ACENTO, S.A.",5
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,INSTITUTO DE INVESTIGACION Y DESARROLLO NITLAPAN-UCA,7
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,UNIVERSIDAD DE LA REGION AUTONOMA DE LA COSTA CARIBE DE NICARAGUA,8
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,ACCION MEDICA CRISTIANA,1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,"ESTRADA, FRITZ",1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,"HERNANDEZ BERMUDEZ, JAIRO MANUEL",1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,"HUETE PEREZ, JORGE ALBERTO",1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,"LOPE DONA, FELIX",1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,BIBLIOGRAFIAS TECNICAS S.A.,6
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES Y PUBLICACIONES SAN JERONIMO,10
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,"GRUPO EDITORIAL ACENTO, S.A.",5
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,HISPAMER,4
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,"SUSAETA EDICIONES NICARAGUA, S.A",4
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDITORIAL UNIVERSITARIA,3
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,INSTITUTO DE ESTUDIOS E INVESTIGACION JURIDICA,2
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,INSTITUTO DE INVESTIGACION Y DESARROLLO NITLAPAN-UCA,7
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CENTROAMERICANA. FACULTAD DE CIENCIAS JURIDICAS,4
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LA REGION AUTONOMA DE LA COSTA CARIBE DE NICARAGUA,8
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ALIANZA PARA LA PREVENCION DE LA VIOLENCIA DE GENERO DESDE EL SECTOR SALUD,3
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION DE EDUCACION Y COMUNICACION,5
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FONDO DE POBLACION DE LAS NACIONES UNIDAS,10
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION PARA EL DESARROLLO TECNICO AGOPECUARIO Y FORESTAL DE NICARAGUA,7
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,SAVE THE CHILDREN EN NICARAGUA,9
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,ASOCIACION DE MUNICIPIOS INTEGRADOS POR LA CUENCA Y TERRITORIOS DE LA LAGUNA DE APOYO,14
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,FONDO EDITORIAL BANCO CENTRAL DE NICARAGUA,2
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,INSTITUTO NACIONAL FORESTAL,4
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO AGROPECUARIO Y FORESTAL,9
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,RED DE GOBIERNOS MUNICIPALES,2
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,OTROS,IMPRENTA ARQUIDIOCESANA DE MANAGUA,1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,OTROS,IMPRENTA MINERVA,1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,OTROS,IMPRESIONES ISNAYA,1
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,TODOS,ASOCIACION DE MUNICIPIOS INTEGRADOS POR LA CUENCA Y TERRITORIOS DE LA LAGUNA DE APOYO,14
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,TODOS,EDICIONES Y PUBLICACIONES SAN JERONIMO,10
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,TODOS,FONDO DE POBLACION DE LAS NACIONES UNIDAS,10
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,TODOS,MINISTERIO AGROPECUARIO Y FORESTAL,9
Nicaragua,2010,300 - Ciencias sociales,NO TRADUCIDO,TODOS,SAVE THE CHILDREN EN NICARAGUA,9
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,AMBAS,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,AMBAS,MATUS LAZO EDICIONES,2
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,AMBAS,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMERCIAL,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMERCIAL,MATUS LAZO EDICIONES,2
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMERCIAL,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,TODOS,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,TODOS,MATUS LAZO EDICIONES,2
Nicaragua,2010,400 - Lenguas,NO TRADUCIDO,TODOS,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,EDICIONES JANO,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,"EDITORA DE ARTE, S.A.",1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,"SUSAETA EDICIONES NICARAGUA, S.A",2
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,UNIVERSIDAD NACIONAL AGRARIA,2
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AUTOR-EDITOR,JUAN FRANCISCO RUIZ ARAUZ,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AUTOR-EDITOR,"LACAYO RIVAS, DANIEL ORONTES",1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES JANO,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,"EDITORA DE ARTE, S.A.",1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,"SUSAETA EDICIONES NICARAGUA, S.A",2
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,INSTITUTO DE INVESTIGACION Y DESARROLLO NITLAPAN-UCA,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AGRARIA,2
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PÚBLICA,ASOCIACION DE MUNICIPIOS INTEGRADOS POR LA CUENCA Y TERRITORIOS DE LA LAGUNA DE APOYO,3
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO AGROPECUARIO Y FORESTAL,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,ASOCIACION DE MUNICIPIOS INTEGRADOS POR LA CUENCA Y TERRITORIOS DE LA LAGUNA DE APOYO,3
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,DISTRIBUIDORA CULTURAL,3
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,EDICIONES JANO,1
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,"SUSAETA EDICIONES NICARAGUA, S.A",2
Nicaragua,2010,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,UNIVERSIDAD NACIONAL AGRARIA,2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,"EDICIONES EDUCATIVAS, DISENO E IMPRESIONES, S.A.",2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,"EDITORA DE ARTE, S.A.",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,EDITORIAL UNIVERSITARIA UNAN-MANAGUA,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,UNIVERSIDAD NACIONAL AGRARIA,2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,"CHAMORRO ARGENAL, ALONSO",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,"DOMINGUEZ MAROTA, ERVIN ROBERTO",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,JUAN FRANCISCO RUIZ ARAUZ,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,OSCAR ESPINO,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,"SALVATIERRA MADRIZ, MARIO RAMON",3
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,"EDICIONES EDUCATIVAS, DISENO E IMPRESIONES, S.A.",2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,"EDITORA DE ARTE, S.A.",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,PUBLICIDAD ARELLANO VASQUEZ S. A.,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,"SUSAETA EDICIONES NICARAGUA, S.A",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDITORIAL UNIVERSITARIA UNAN-MANAGUA,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AGRARIA,2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION DE EDUCACION Y COMUNICACION,9
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,"CENTRO PARA LA PROMOCION, LA INVESTIGACION Y EL DESARROLLO RURAL Y SOCIAL",1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CONSULTORA PARA LA COMUNICACION EN EL CAMPO,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,"EMPRESA COOPERATIVA DE SERVICIOS AGROPECUARIO NICARAO, R.L",2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION PARA EL DESARROLLO TECNICO AGOPECUARIO Y FORESTAL DE NICARAGUA,12
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PÚBLICA,ASOCIACION DE MUNICIPIOS INTEGRADOS POR LA CUENCA Y TERRITORIOS DE LA LAGUNA DE APOYO,1
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO AGROPECUARIO Y FORESTAL,2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,OTROS,IMPRENTA MINERVA,3
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,ASOCIACION DE EDUCACION Y COMUNICACION,9
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,"EDICIONES EDUCATIVAS, DISENO E IMPRESIONES, S.A.",2
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,FUNDACION PARA EL DESARROLLO TECNICO AGOPECUARIO Y FORESTAL DE NICARAGUA,12
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,IMPRENTA MINERVA,3
Nicaragua,2010,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,"SALVATIERRA MADRIZ, MARIO RAMON",3
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AMBAS,HISPAMER,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AUTOR-EDITOR,EMIGDIO QUINTERO CASCO,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AUTOR-EDITOR,JORGE EDUARDO ARELLANO,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AUTOR-EDITOR,"LEZAMA MIRANDA, FRANCISCO",1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL COMERCIAL,HISPAMER,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FORO NICARAGUENSE DE CULTURA,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION ORTIZ GURDIAN,3
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,EMIGDIO QUINTERO CASCO,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,FORO NICARAGUENSE DE CULTURA,1
Nicaragua,2010,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,FUNDACION ORTIZ GURDIAN,3
