PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,TIPO_AGENTE,EDITORIAL,CANTIDAD
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AMBAS,ARTE GRAFICO EDITORIAL ARGENTINO,22
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AMBAS,ATLANTIDA,49
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AMBAS,CENTRO TECNOLOGICO DE ENTRENAMIENTO Y CAPACITACION - CTEC,95
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,74
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AMBAS,FOX ANDINA S.A.,46
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,LA MUSICA Y LA CULTURA DEL HOMBRE AMERICANO,1
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,LIBROS DEL NAUFRAGO,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,MALLEA,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,ARTE GRAFICO EDITORIAL ARGENTINO,22
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,ATLANTIDA,49
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,74
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,ESENCIA,17
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,FOX ANDINA S.A.,46
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,CENTRO DE ESTUDIANTES DE INGENIERIA TECNOLOGICA - C.E.I.T.,3
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,CENTRO TECNOLOGICO DE ENTRENAMIENTO Y CAPACITACION - CTEC,95
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDICIONES UNL,7
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ABIERTA INTERAMERICANA,7
Argentina,2012,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE LA PLATA,10
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CAMARA ARGENTINA DEL LIBRO,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CVOSOFT,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,EL RELAMPAGO,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,GRUPO MDP,3
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,RIO NEGRO,3
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,AFIP - ESCUELA DE ENTRENAMIENTO TRIBUTARIO Y ADUANERO,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,ARCHIVO GENERAL DE LA NACION,2
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,BIBLIOTECA DEL DOCENTE,1
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,BIBLIOTECA NACIONAL DE LA REPUBLICA ARGENTINA,3
Argentina,2012,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,COMISION NACIONAL DE MUSEOS Y DE MONUMENTOS Y LUGARES HISTORICOS,1
Argentina,2012,000 - Generalidades,NO TRADUCIDO,OTROS,EDICION DEL AUTOR,17
Argentina,2012,000 - Generalidades,NO TRADUCIDO,OTROS,LA GACETA,1
Argentina,2012,000 - Generalidades,NO TRADUCIDO,TODOS,ARTE GRAFICO EDITORIAL ARGENTINO,22
Argentina,2012,000 - Generalidades,NO TRADUCIDO,TODOS,ATLANTIDA,49
Argentina,2012,000 - Generalidades,NO TRADUCIDO,TODOS,CENTRO TECNOLOGICO DE ENTRENAMIENTO Y CAPACITACION - CTEC,95
Argentina,2012,000 - Generalidades,NO TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,74
Argentina,2012,000 - Generalidades,NO TRADUCIDO,TODOS,FOX ANDINA S.A.,46
Argentina,2012,000 - Generalidades,TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,AMBAS,ESENCIA,2
Argentina,2012,000 - Generalidades,TRADUCIDO,AMBAS,GRANICA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,AMBAS,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,TRADUCIDO,AMBAS,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,000 - Generalidades,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,EDITORIAL COMERCIAL,ESENCIA,2
Argentina,2012,000 - Generalidades,TRADUCIDO,EDITORIAL COMERCIAL,GRANICA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,EDITORIAL COMERCIAL,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,000 - Generalidades,TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,TODOS,ESENCIA,2
Argentina,2012,000 - Generalidades,TRADUCIDO,TODOS,GRANICA,1
Argentina,2012,000 - Generalidades,TRADUCIDO,TODOS,GRUPO PAIDOS,1
Argentina,2012,000 - Generalidades,TRADUCIDO,TODOS,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",59
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,EDITORIAL DUNKEN,57
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,75
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,EL ARTE DE VIVIR,72
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,ESENCIA,66
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,ANDROMEDA,3
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,FENG SHUI MUNDO,2
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,JUAN CARLOS ANTICO,2
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,KUNDALINI,2
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,SENORA INDEPENDENCIA,3
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",59
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL DUNKEN,57
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,75
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,EL ARTE DE VIVIR,72
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,ESENCIA,66
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDICIONES UNL,11
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDUCC - EDITORIAL DE LA UNIVERSIDAD CATOLICA DE CORDOBA,6
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,"INSTITUTO DE FISICA - FACULTAD DE BIOQUIMICA, QUIMICA Y FARMACIA - UNIVERSIDAD NACIONAL DE TUCUMAN UNT",6
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE BUENOS AIRES,8
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,10
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ALCUYO,4
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION PSICOANALITICA DE BUENOS AIRES,3
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION A. ROSS,5
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION DE CIENCIAS EMPRESARIALES Y SOCIALES - FUCES,4
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,SIRIO,4
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PÚBLICA,BIBLIOTECA NACIONAL DE LA REPUBLICA ARGENTINA,3
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PÚBLICA,EDIBER - EDITORIAL MUNICIPAL DE BERAZATEGUI,1
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO DE DESARROLLO SOCIAL DE LA NACION,2
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,OTROS,EDICION DEL AUTOR,70
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,OTROS,TRISKEL PRESS,4
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",59
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,EDICION DEL AUTOR,70
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,75
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,EL ARTE DE VIVIR,72
Argentina,2012,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,ESENCIA,66
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AMBAS,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AMBAS,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AMBAS,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AMBAS,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,AUTOR-EDITOR,EDGARDO CARAMELLA Y ASOC,1
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,7
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PEDAGOGICA DE BUENOS AIRES,1
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FERSIC,1
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION EDUARDO F. COSTANTINI,1
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,GRUPAL,4
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,SIRIO,2
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,SPRAYETTE,2
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,TODOS,CACTUS,4
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,20
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,TODOS,FONDO DE CULTURA ECONOMICA MEXICO,7
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,TODOS,GRUPO PAIDOS,17
Argentina,2012,100 - Filosofía y psicología,TRADUCIDO,TODOS,SIGLO XXI EDITORES,7
Argentina,2012,200 - Religión,NO TRADUCIDO,AMBAS,AGAPE LIBROS,36
Argentina,2012,200 - Religión,NO TRADUCIDO,AMBAS,EDICIONES LEA,26
Argentina,2012,200 - Religión,NO TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,34
Argentina,2012,200 - Religión,NO TRADUCIDO,AMBAS,PENIEL,44
Argentina,2012,200 - Religión,NO TRADUCIDO,AMBAS,SAN PABLO,55
Argentina,2012,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,ABRIENDO SURCOS,1
Argentina,2012,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,ALMA BEIT-MIDRASH,1
Argentina,2012,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,ANDROMEDA,1
Argentina,2012,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,GARCIA CANO,4
Argentina,2012,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,MATER,2
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,AGAPE LIBROS,36
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,EDICIONES LEA,26
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,34
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,PENIEL,44
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,SAN PABLO,55
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,CENTRO DE ESTUDIANTES DE INGENIERIA TECNOLOGICA - C.E.I.T.,1
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,DE LA FACULTAD DE FILOSOFIA Y LETRAS UNIVERSIDAD DE BUENOS AIRES,1
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDITORIAL DE LA UNIVERSIDAD NACIONAL DEL SUR. EDIUNS,1
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD ADVENTISTA DEL PLATA,4
Argentina,2012,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL NORTE SANTO TOMAS DE AQUINO. UNSTA,2
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CEDAR,11
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CENTRO DE DIFUSION DE LA BUENA PRENSA,12
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CONVIVENCIAS CON DIOS,7
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,GUADALUPE,23
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,LOGOS AR,9
Argentina,2012,200 - Religión,NO TRADUCIDO,ENTIDAD PÚBLICA,ACADEMIA NACIONAL DE LA HISTORIA,1
Argentina,2012,200 - Religión,NO TRADUCIDO,OTROS,EDICION DEL AUTOR,44
Argentina,2012,200 - Religión,NO TRADUCIDO,OTROS,RIOS DE AGUA VIVA,1
Argentina,2012,200 - Religión,NO TRADUCIDO,TODOS,AGAPE LIBROS,36
Argentina,2012,200 - Religión,NO TRADUCIDO,TODOS,EDICION DEL AUTOR,44
Argentina,2012,200 - Religión,NO TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,34
Argentina,2012,200 - Religión,NO TRADUCIDO,TODOS,PENIEL,44
Argentina,2012,200 - Religión,NO TRADUCIDO,TODOS,SAN PABLO,55
Argentina,2012,200 - Religión,TRADUCIDO,AMBAS,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,TRADUCIDO,AMBAS,CERTEZA ARGENTINA,3
Argentina,2012,200 - Religión,TRADUCIDO,AMBAS,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,TRADUCIDO,AMBAS,PENIEL,31
Argentina,2012,200 - Religión,TRADUCIDO,AMBAS,PROMETEO EDITORES,3
Argentina,2012,200 - Religión,TRADUCIDO,AUTOR-EDITOR,EMMANUEL MOUNIER ARGENTINA,1
Argentina,2012,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,CERTEZA ARGENTINA,3
Argentina,2012,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,PENIEL,31
Argentina,2012,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,PROMETEO EDITORES,3
Argentina,2012,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOC. CIVIL PERSPECTIVAS BET MIDRASH,1
Argentina,2012,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,BNEI SHOLEM,7
Argentina,2012,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,GUADALUPE,2
Argentina,2012,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,HASTINAPURA,2
Argentina,2012,200 - Religión,TRADUCIDO,TODOS,ANTROPOSOFICA,15
Argentina,2012,200 - Religión,TRADUCIDO,TODOS,ASOCIACION BUDISTA - IBPS ARGENTINA,6
Argentina,2012,200 - Religión,TRADUCIDO,TODOS,BNEI SHOLEM,7
Argentina,2012,200 - Religión,TRADUCIDO,TODOS,EDITORIAL SUDAMERICANA,85
Argentina,2012,200 - Religión,TRADUCIDO,TODOS,PENIEL,31
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,ABELEDO PERROT,196
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,ARTE GRAFICO EDITORIAL ARGENTINO,121
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,ERREPAR,118
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,GRUPO SANTILLANA,335
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,LA LEY,232
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,CASTROFERNANDEZ,8
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,EL HACEDOR,4
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,JUSTICIA Y PAZ,10
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,MADRESELVA,6
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,RED PROTEGER,11
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,ABELEDO PERROT,196
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,ARTE GRAFICO EDITORIAL ARGENTINO,121
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,ERREPAR,118
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,GRUPO SANTILLANA,335
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,LA LEY,232
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDICIONES UNL,47
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDITORIAL DE LA UNC,42
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,EDUVIM,80
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUSTRAL,36
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE BUENOS AIRES,47
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CONSEJO FEDERAL DE INVERSIONES,13
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,CONSEJO PROFESIONAL DE CIENCIAS ECONOMICAS DE LA CIUDAD AUTONOMA DE BUENOS AIRES,20
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FONCAP,21
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FONDO PARA EL DESARROLLO DE LA CONSTRUCCION,21
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,INSTITUTO INTERNACIONAL DE PLANEAMIENTO DE LA EDUCACION IIPE-UNESCO,31
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,INSITITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA. I.N.T.A.,17
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO DE EDUCACION DE LA NACION,47
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO DE EDUCACION DEL GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,27
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS DE LA NACION,15
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,SECRETARIA DEL TRATADO ANTARTICO,14
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,OTROS,COPY-RAPIDO,3
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,OTROS,EDICION DEL AUTOR,205
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,OTROS,GRAFICAR IMPRESOS,2
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,OTROS,HYDRA,2
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,OTROS,TECNOGRAFIC,2
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,TODOS,ABELEDO PERROT,196
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,TODOS,ARTE GRAFICO EDITORIAL ARGENTINO,121
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,TODOS,EDICION DEL AUTOR,205
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,TODOS,GRUPO SANTILLANA,335
Argentina,2012,300 - Ciencias sociales,NO TRADUCIDO,TODOS,LA LEY,232
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,AMBAS,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,AMBAS,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,AMBAS,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,AMBAS,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,AMBAS,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,EDITORIAL SUDAMERICANA,4
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL UNIVERSITARIA,EDITORIAL DE LA UNC,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE QUILMES,2
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,EPPUR SI MUOVE,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,ERA NACIENTE,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,FUNDACION INTERAMERICANA DEL CORAZON ARGENTINA,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,RED DE SEGURIDAD Y DEFENSA DE AMERICA LATINA ASOCIACION CIVIL - RESDAL,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,RYR,1
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,TODOS,ANTROPOSOFICA,6
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,TODOS,EDITORIAL GUADAL,8
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,TODOS,GRUPO PAIDOS,17
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,TODOS,SIGLO XXI EDITORES,11
Argentina,2012,300 - Ciencias sociales,TRADUCIDO,TODOS,UNIVERSIDAD DE PALERMO - UP,8
Argentina,2012,400 - Lenguas,NO TRADUCIDO,AMBAS,ARTE GRAFICO EDITORIAL ARGENTINO,70
Argentina,2012,400 - Lenguas,NO TRADUCIDO,AMBAS,GRUPO SANTILLANA,133
Argentina,2012,400 - Lenguas,NO TRADUCIDO,AMBAS,HUB EDITORIAL,57
Argentina,2012,400 - Lenguas,NO TRADUCIDO,AMBAS,MACMILLAN,25
Argentina,2012,400 - Lenguas,NO TRADUCIDO,AMBAS,PEARSON,31
